pair,count
"('climate', 'stupid')",12
"('guess', 'know')",3
"('end', 'guess')",3
"('change', 'guess')",6
"('ice', 'understand')",4
"('happens', 'ice')",5
"('ice', 'past')",9
"('already', 'ice')",7
"('ice', 'know')",12
"('ice', 'right')",4
"('end', 'ice')",10
"('ice', 'stop')",17
"('ice', 'suggest')",3
"('cycle', 'ice')",9
"('ice', 'multiple')",3
"('explain', 'ice')",4
"('happened', 'ice')",5
"('ice', 'numerous')",4
"('change', 'ice')",33
"('ice', 'stupid')",3
"('know', 'understand')",4
"('end', 'understand')",3
"('stop', 'understand')",4
"('change', 'understand')",8
"('change', 'permanent')",3
"('already', 'happens')",3
"('happens', 'know')",4
"('happens', 'right')",4
"('happens', 'stop')",5
"('change', 'happens')",11
"('already', 'past')",5
"('know', 'past')",7
"('end', 'past')",6
"('past', 'stop')",5
"('cycle', 'past')",4
"('numerous', 'past')",3
"('change', 'past')",9
"('already', 'know')",12
"('already', 'right')",7
"('already', 'end')",9
"('already', 'stop')",10
"('already', 'cycle')",6
"('already', 'multiple')",3
"('already', 'happened')",4
"('already', 'change')",24
"('know', 'right')",9
"('end', 'know')",15
"('know', 'stop')",18
"('cycle', 'know')",7
"('happened', 'know')",4
"('know', 'numerous')",4
"('change', 'know')",48
"('know', 'stupid')",3
"('end', 'right')",5
"('right', 'stop')",5
"('cycle', 'right')",4
"('happened', 'right')",4
"('change', 'right')",19
"('end', 'stop')",15
"('cycle', 'end')",3
"('end', 'numerous')",3
"('change', 'end')",27
"('cycle', 'stop')",6
"('happened', 'stop')",3
"('numerous', 'stop')",3
"('change', 'stop')",41
"('stop', 'stupid')",3
"('cycle', 'happened')",3
"('change', 'cycle')",22
"('change', 'multiple')",5
"('change', 'happened')",11
"('change', 'numerous')",3
"('change', 'stupid')",8
"('earth', 'since')",24
"('industrial', 'since')",6
"('since', 'year')",28
"('around', 'since')",7
"('planet', 'since')",9
"('since', 'world')",16
"('know', 'since')",9
"('oil', 'since')",4
"('america', 'since')",4
"('revolution', 'since')",5
"('ago', 'since')",9
"('since', 'wide')",3
"('city', 'since')",3
"('humanity', 'since')",5
"('point', 'since')",5
"('critical', 'since')",3
"('earth', 'mother')",9
"('earth', 'industrial')",11
"('earth', 'year')",57
"('earth', 'study')",7
"('around', 'earth')",22
"('earth', 'planet')",39
"('amazon', 'earth')",3
"('earth', 'world')",31
"('earth', 'university')",4
"('earth', 'oil')",12
"('america', 'earth')",5
"('earth', 'revolution')",6
"('ago', 'earth')",19
"('city', 'earth')",5
"('earth', 'humanity')",10
"('earth', 'point')",10
"('critical', 'earth')",3
"('around', 'mother')",3
"('mother', 'planet')",3
"('mother', 'world')",3
"('industrial', 'year')",9
"('around', 'industrial')",5
"('industrial', 'planet')",9
"('industrial', 'world')",10
"('industrial', 'know')",3
"('industrial', 'oil')",3
"('industrial', 'revolution')",10
"('industrial', 'point')",3
"('study', 'year')",8
"('around', 'year')",24
"('planet', 'year')",50
"('amazon', 'year')",3
"('world', 'year')",42
"('know', 'year')",35
"('oil', 'year')",15
"('america', 'year')",9
"('revolution', 'year')",4
"('ago', 'year')",51
"('wide', 'year')",3
"('city', 'year')",3
"('humanity', 'year')",9
"('point', 'year')",9
"('critical', 'year')",5
"('planet', 'study')",3
"('study', 'world')",7
"('know', 'study')",4
"('ago', 'study')",3
"('point', 'study')",3
"('around', 'planet')",18
"('around', 'world')",18
"('around', 'know')",11
"('around', 'oil')",7
"('around', 'revolution')",3
"('ago', 'around')",9
"('around', 'city')",4
"('around', 'point')",8
"('amazon', 'planet')",3
"('planet', 'world')",29
"('know', 'planet')",21
"('oil', 'planet')",10
"('america', 'planet')",3
"('planet', 'revolution')",6
"('ago', 'planet')",9
"('planet', 'wide')",3
"('city', 'planet')",3
"('humanity', 'planet')",8
"('planet', 'point')",9
"('critical', 'planet')",3
"('amazon', 'world')",3
"('know', 'world')",22
"('oil', 'world')",12
"('america', 'world')",7
"('revolution', 'world')",5
"('ago', 'world')",11
"('wide', 'world')",6
"('city', 'world')",6
"('humanity', 'world')",11
"('point', 'world')",9
"('know', 'oil')",9
"('america', 'know')",3
"('know', 'revolution')",4
"('ago', 'know')",16
"('city', 'know')",4
"('humanity', 'know')",5
"('know', 'point')",11
"('ago', 'oil')",5
"('humanity', 'oil')",4
"('oil', 'point')",4
"('ago', 'america')",4
"('point', 'revolution')",3
"('ago', 'humanity')",5
"('ago', 'point')",3
"('ago', 'critical')",3
"('city', 'humanity')",3
"('city', 'point')",3
"('humanity', 'point')",5
"('car', 'using')",4
"('car', 'stop')",10
"('car', 'child')",3
"('car', 'go')",9
"('go', 'vegan')",4
"('stop', 'using')",9
"('go', 'using')",4
"('child', 'stop')",6
"('go', 'stop')",21
"('child', 'go')",3
"('happen', 'natural')",8
"('great', 'happen')",7
"('happen', 'stop')",4
"('great', 'natural')",3
"('dying', 'great')",3
"('evolution', 'stop')",3
"('huge', 'solution')",4
"('beautiful', 'human')",5
"('beautiful', 'planet')",5
"('hopefully', 'planet')",3
"('human', 'planet')",38
"('die', 'human')",9
"('human', 'true')",5
"('human', 'place')",6
"('die', 'planet')",13
"('planet', 'true')",4
"('place', 'planet')",7
"('atmosphere', 'today')",6
"('human', 'today')",8
"('today', 'year')",19
"('gas', 'today')",4
"('keep', 'today')",3
"('idea', 'today')",4
"('changed', 'today')",3
"('change', 'today')",15
"('less', 'today')",4
"('real', 'today')",4
"('like', 'today')",6
"('co', 'today')",9
"('instead', 'today')",3
"('heat', 'today')",6
"('going', 'today')",5
"('common', 'today')",3
"('earth', 'today')",15
"('causing', 'today')",3
"('thats', 'today')",6
"('last', 'today')",4
"('say', 'today')",5
"('activity', 'today')",7
"('make', 'today')",5
"('kind', 'today')",3
"('time', 'today')",15
"('today', 'yet')",3
"('nothing', 'today')",3
"('climate', 'today')",17
"('least', 'today')",6
"('today', 'wind')",5
"('today', 'used')",4
"('around', 'today')",5
"('increase', 'today')",6
"('temperature', 'today')",9
"('today', 'yes')",3
"('atmosphere', 'human')",17
"('atmosphere', 'year')",26
"('atmosphere', 'gas')",16
"('atmosphere', 'keep')",9
"('atmosphere', 'planetary')",3
"('atmosphere', 'idea')",8
"('atmosphere', 'changed')",5
"('another', 'atmosphere')",6
"('atmosphere', 'using')",8
"('atmosphere', 'composed')",3
"('atmosphere', 'change')",28
"('atmosphere', 'less')",11
"('atmosphere', 'real')",5
"('atmosphere', 'ship')",3
"('atmosphere', 'talk')",4
"('atmosphere', 'like')",14
"('atmosphere', 'co')",30
"('atmosphere', 'instead')",5
"('atmosphere', 'based')",5
"('atmosphere', 'tiny')",3
"('atmosphere', 'heat')",15
"('atmosphere', 'going')",6
"('atmosphere', 'common')",6
"('atmosphere', 'earth')",28
"('atmosphere', 'solid')",3
"('atmosphere', 'causing')",6
"('atmosphere', 'oxygen')",6
"('atmosphere', 'thats')",5
"('atmosphere', 'last')",10
"('atmosphere', 'say')",10
"('atmosphere', 'atmospheric')",4
"('activity', 'atmosphere')",8
"('atmosphere', 'make')",12
"('atmosphere', 'n')",3
"('atmosphere', 'time')",12
"('atmosphere', 'yet')",3
"('atmosphere', 'nothing')",3
"('atmosphere', 'climate')",36
"('atmosphere', 'least')",3
"('atmosphere', 'wind')",6
"('atmosphere', 'nitrogen')",3
"('atmosphere', 'used')",8
"('around', 'atmosphere')",11
"('atmosphere', 'increase')",15
"('atmosphere', 'temperature')",17
"('atmosphere', 'yes')",5
"('atmosphere', 'basic')",4
"('human', 'year')",39
"('gas', 'human')",11
"('human', 'keep')",7
"('human', 'planetary')",5
"('human', 'idea')",4
"('changed', 'human')",6
"('another', 'human')",8
"('human', 'using')",4
"('human', 'pressure')",3
"('human', 'less')",13
"('difference', 'human')",4
"('human', 'real')",13
"('hold', 'human')",3
"('human', 'talk')",5
"('human', 'like')",27
"('co', 'human')",15
"('human', 'instead')",8
"('based', 'human')",6
"('human', 'tiny')",4
"('heat', 'human')",15
"('going', 'human')",14
"('common', 'human')",4
"('human', 'matter')",6
"('human', 'move')",3
"('capacity', 'human')",4
"('causing', 'human')",6
"('human', 'volume')",3
"('constant', 'human')",3
"('human', 'thats')",7
"('human', 'last')",8
"('human', 'say')",10
"('atmospheric', 'human')",3
"('activity', 'human')",23
"('human', 'make')",14
"('human', 'kind')",4
"('human', 'n')",3
"('human', 'yet')",9
"('human', 'nothing')",13
"('human', 'least')",4
"('human', 'wind')",3
"('human', 'used')",6
"('around', 'human')",20
"('human', 'room')",4
"('environment', 'human')",8
"('human', 'increase')",13
"('human', 'temperature')",16
"('human', 'yes')",11
"('basic', 'human')",5
"('gas', 'year')",18
"('keep', 'year')",14
"('planetary', 'year')",3
"('idea', 'year')",16
"('experience', 'year')",3
"('changed', 'year')",10
"('another', 'year')",13
"('using', 'year')",11
"('theory', 'year')",3
"('change', 'year')",89
"('less', 'year')",19
"('bit', 'year')",5
"('difference', 'year')",6
"('real', 'year')",10
"('meanwhile', 'year')",4
"('hold', 'year')",6
"('ship', 'year')",5
"('talk', 'year')",7
"('like', 'year')",43
"('co', 'year')",35
"('instead', 'year')",8
"('based', 'year')",8
"('heat', 'year')",25
"('going', 'year')",29
"('common', 'year')",7
"('matter', 'year')",6
"('move', 'year')",7
"('capacity', 'year')",7
"('causing', 'year')",8
"('constant', 'year')",5
"('oxygen', 'year')",5
"('thats', 'year')",18
"('last', 'year')",39
"('say', 'year')",19
"('atmospheric', 'year')",8
"('roughly', 'year')",3
"('activity', 'year')",17
"('make', 'year')",32
"('kind', 'year')",6
"('time', 'year')",58
"('year', 'yet')",11
"('sense', 'year')",3
"('nothing', 'year')",24
"('climate', 'year')",110
"('least', 'year')",10
"('wind', 'year')",10
"('used', 'year')",14
"('environment', 'year')",9
"('conversation', 'year')",3
"('increase', 'year')",21
"('temperature', 'year')",32
"('year', 'yes')",11
"('basic', 'year')",6
"('gas', 'keep')",4
"('gas', 'planetary')",3
"('gas', 'idea')",6
"('changed', 'gas')",3
"('another', 'gas')",5
"('gas', 'using')",8
"('abundant', 'gas')",3
"('gas', 'pressure')",3
"('change', 'gas')",26
"('gas', 'less')",6
"('difference', 'gas')",3
"('gas', 'real')",3
"('gas', 'talk')",6
"('gas', 'like')",17
"('co', 'gas')",17
"('gas', 'instead')",7
"('gas', 'obviously')",3
"('based', 'gas')",5
"('gas', 'heat')",12
"('gas', 'going')",10
"('common', 'gas')",5
"('gas', 'matter')",3
"('earth', 'gas')",22
"('gas', 'move')",3
"('capacity', 'gas')",3
"('causing', 'gas')",4
"('constant', 'gas')",3
"('gas', 'oxygen')",3
"('gas', 'thats')",8
"('gas', 'last')",7
"('gas', 'say')",5
"('atmospheric', 'gas')",7
"('activity', 'gas')",5
"('gas', 'make')",15
"('gas', 'kind')",5
"('gas', 'time')",21
"('gas', 'yet')",5
"('gas', 'nothing')",5
"('climate', 'gas')",28
"('gas', 'least')",5
"('gas', 'wind')",9
"('gas', 'used')",4
"('around', 'gas')",9
"('environment', 'gas')",6
"('gas', 'increase')",9
"('gas', 'temperature')",16
"('gas', 'yes')",8
"('idea', 'keep')",8
"('another', 'keep')",5
"('keep', 'using')",4
"('keep', 'theory')",3
"('change', 'keep')",22
"('keep', 'less')",5
"('keep', 'real')",6
"('keep', 'talk')",6
"('keep', 'like')",18
"('co', 'keep')",9
"('instead', 'keep')",5
"('based', 'keep')",3
"('heat', 'keep')",6
"('going', 'keep')",11
"('keep', 'matter')",3
"('earth', 'keep')",14
"('causing', 'keep')",5
"('keep', 'thats')",3
"('keep', 'last')",5
"('keep', 'say')",7
"('keep', 'make')",13
"('keep', 'n')",3
"('keep', 'time')",12
"('keep', 'yet')",3
"('climate', 'keep')",23
"('keep', 'least')",4
"('keep', 'wind')",4
"('keep', 'used')",3
"('around', 'keep')",4
"('environment', 'keep')",4
"('increase', 'keep')",6
"('keep', 'temperature')",8
"('keep', 'yes')",4
"('change', 'planetary')",5
"('less', 'planetary')",3
"('planetary', 'real')",3
"('co', 'planetary')",3
"('earth', 'planetary')",3
"('planetary', 'time')",4
"('climate', 'planetary')",6
"('planetary', 'temperature')",4
"('idea', 'using')",3
"('change', 'idea')",17
"('idea', 'less')",6
"('idea', 'real')",3
"('idea', 'talk')",3
"('idea', 'like')",11
"('co', 'idea')",8
"('idea', 'instead')",7
"('heat', 'idea')",8
"('going', 'idea')",7
"('common', 'idea')",3
"('idea', 'matter')",3
"('earth', 'idea')",11
"('idea', 'last')",4
"('idea', 'say')",4
"('activity', 'idea')",3
"('idea', 'make')",7
"('idea', 'time')",11
"('idea', 'yet')",5
"('idea', 'nothing')",3
"('climate', 'idea')",16
"('idea', 'least')",3
"('idea', 'wind')",3
"('idea', 'used')",4
"('environment', 'idea')",4
"('idea', 'increase')",6
"('idea', 'temperature')",6
"('idea', 'yes')",4
"('basic', 'idea')",3
"('change', 'trace')",3
"('co', 'trace')",3
"('climate', 'trace')",4
"('change', 'experience')",4
"('experience', 'time')",3
"('climate', 'experience')",4
"('another', 'changed')",4
"('change', 'changed')",9
"('changed', 'like')",3
"('changed', 'co')",5
"('changed', 'heat')",5
"('changed', 'going')",3
"('changed', 'common')",3
"('changed', 'earth')",6
"('changed', 'thats')",5
"('changed', 'make')",3
"('changed', 'time')",7
"('changed', 'nothing')",5
"('changed', 'climate')",16
"('changed', 'environment')",3
"('changed', 'temperature')",7
"('changed', 'yes')",3
"('another', 'using')",3
"('another', 'change')",18
"('another', 'difference')",3
"('another', 'talk')",4
"('another', 'like')",15
"('another', 'co')",5
"('another', 'heat')",6
"('another', 'going')",5
"('another', 'earth')",7
"('another', 'causing')",3
"('another', 'thats')",6
"('another', 'last')",6
"('another', 'say')",7
"('another', 'make')",10
"('another', 'time')",13
"('another', 'yet')",9
"('another', 'sense')",4
"('another', 'nothing')",5
"('another', 'climate')",20
"('another', 'nitrogen')",3
"('another', 'used')",5
"('another', 'around')",4
"('another', 'temperature')",4
"('another', 'yes')",3
"('pressure', 'using')",3
"('change', 'using')",14
"('less', 'using')",4
"('real', 'using')",3
"('ship', 'using')",5
"('talk', 'using')",3
"('like', 'using')",9
"('co', 'using')",7
"('instead', 'using')",4
"('heat', 'using')",7
"('going', 'using')",3
"('earth', 'using')",9
"('causing', 'using')",3
"('thats', 'using')",5
"('last', 'using')",4
"('say', 'using')",7
"('make', 'using')",7
"('time', 'using')",8
"('climate', 'using')",17
"('least', 'using')",3
"('using', 'wind')",4
"('used', 'using')",8
"('environment', 'using')",3
"('temperature', 'using')",5
"('composed', 'earth')",3
"('climate', 'composed')",3
"('abundant', 'change')",3
"('abundant', 'co')",3
"('abundant', 'earth')",3
"('abundant', 'make')",3
"('abundant', 'time')",3
"('abundant', 'climate')",3
"('abundant', 'around')",3
"('abundant', 'temperature')",4
"('change', 'theory')",7
"('real', 'theory')",4
"('like', 'theory')",3
"('co', 'theory')",4
"('heat', 'theory')",3
"('going', 'theory')",4
"('earth', 'theory')",6
"('make', 'theory')",5
"('theory', 'time')",5
"('theory', 'yet')",3
"('nothing', 'theory')",4
"('climate', 'theory')",8
"('increase', 'theory')",3
"('theory', 'yes')",3
"('change', 'pressure')",4
"('like', 'pressure')",4
"('heat', 'pressure')",3
"('earth', 'pressure')",3
"('constant', 'pressure')",3
"('atmospheric', 'pressure')",3
"('climate', 'pressure')",3
"('pressure', 'used')",3
"('pressure', 'temperature')",4
"('change', 'less')",19
"('bit', 'change')",4
"('change', 'difference')",10
"('change', 'real')",32
"('change', 'meanwhile')",5
"('change', 'hold')",6
"('change', 'ship')",4
"('change', 'talk')",12
"('change', 'like')",74
"('change', 'co')",41
"('change', 'instead')",15
"('change', 'obviously')",3
"('based', 'change')",8
"('change', 'tiny')",4
"('change', 'heat')",31
"('change', 'going')",43
"('change', 'common')",9
"('change', 'matter')",13
"('change', 'move')",6
"('capacity', 'change')",5
"('change', 'solid')",3
"('causing', 'change')",21
"('change', 'constant')",10
"('change', 'oxygen')",4
"('change', 'thats')",25
"('change', 'last')",18
"('change', 'say')",30
"('atmospheric', 'change')",10
"('activity', 'change')",23
"('change', 'make')",46
"('change', 'kind')",8
"('change', 'n')",4
"('change', 'yet')",21
"('change', 'nothing')",34
"('change', 'least')",13
"('change', 'wind')",13
"('change', 'used')",17
"('around', 'change')",28
"('change', 'room')",6
"('change', 'environment')",20
"('change', 'culprit')",3
"('change', 'conversation')",5
"('change', 'increase')",23
"('change', 'temperature')",39
"('change', 'yes')",16
"('basic', 'change')",6
"('bit', 'less')",3
"('less', 'ship')",3
"('less', 'talk')",4
"('less', 'like')",10
"('co', 'less')",11
"('instead', 'less')",5
"('based', 'less')",4
"('heat', 'less')",12
"('going', 'less')",5
"('common', 'less')",5
"('less', 'matter')",4
"('earth', 'less')",10
"('capacity', 'less')",3
"('causing', 'less')",4
"('less', 'thats')",7
"('last', 'less')",5
"('atmospheric', 'less')",6
"('activity', 'less')",4
"('less', 'make')",9
"('kind', 'less')",3
"('less', 'time')",12
"('less', 'nothing')",5
"('climate', 'less')",20
"('least', 'less')",5
"('less', 'wind')",3
"('less', 'used')",6
"('around', 'less')",10
"('environment', 'less')",3
"('increase', 'less')",7
"('less', 'temperature')",9
"('less', 'yes')",5
"('basic', 'less')",3
"('bit', 'difference')",3
"('bit', 'co')",3
"('bit', 'heat')",3
"('bit', 'going')",3
"('bit', 'make')",4
"('bit', 'nothing')",4
"('bit', 'climate')",4
"('bit', 'least')",4
"('bit', 'temperature')",3
"('bit', 'yes')",3
"('difference', 'talk')",3
"('difference', 'like')",6
"('difference', 'heat')",3
"('difference', 'matter')",3
"('difference', 'earth')",6
"('constant', 'difference')",4
"('activity', 'difference')",3
"('difference', 'make')",16
"('difference', 'time')",6
"('climate', 'difference')",11
"('around', 'difference')",4
"('hold', 'real')",3
"('real', 'talk')",6
"('like', 'real')",17
"('co', 'real')",4
"('instead', 'real')",6
"('based', 'real')",3
"('real', 'tiny')",3
"('heat', 'real')",4
"('going', 'real')",9
"('matter', 'real')",3
"('earth', 'real')",10
"('causing', 'real')",3
"('real', 'thats')",6
"('last', 'real')",3
"('real', 'say')",5
"('atmospheric', 'real')",3
"('activity', 'real')",3
"('make', 'real')",8
"('n', 'real')",3
"('real', 'time')",16
"('real', 'yet')",10
"('nothing', 'real')",4
"('climate', 'real')",32
"('around', 'real')",4
"('environment', 'real')",5
"('increase', 'real')",5
"('real', 'temperature')",7
"('real', 'yes')",5
"('like', 'meanwhile')",5
"('going', 'meanwhile')",3
"('climate', 'meanwhile')",6
"('hold', 'like')",4
"('co', 'hold')",3
"('earth', 'hold')",3
"('hold', 'last')",3
"('hold', 'say')",3
"('hold', 'make')",3
"('hold', 'time')",4
"('hold', 'yet')",3
"('climate', 'hold')",6
"('around', 'hold')",4
"('like', 'ship')",3
"('co', 'ship')",4
"('going', 'ship')",3
"('earth', 'ship')",3
"('make', 'ship')",3
"('ship', 'time')",4
"('ship', 'yet')",3
"('nothing', 'ship')",5
"('climate', 'ship')",5
"('least', 'ship')",3
"('ship', 'used')",3
"('ship', 'temperature')",4
"('like', 'talk')",9
"('co', 'talk')",9
"('heat', 'talk')",3
"('going', 'talk')",7
"('earth', 'talk')",6
"('causing', 'talk')",4
"('talk', 'thats')",4
"('say', 'talk')",6
"('make', 'talk')",6
"('talk', 'time')",6
"('talk', 'yet')",3
"('nothing', 'talk')",6
"('climate', 'talk')",17
"('least', 'talk')",3
"('talk', 'wind')",3
"('talk', 'used')",4
"('around', 'talk')",7
"('environment', 'talk')",5
"('co', 'like')",17
"('instead', 'like')",12
"('based', 'like')",3
"('heat', 'like')",11
"('going', 'like')",24
"('common', 'like')",6
"('like', 'matter')",8
"('earth', 'like')",37
"('like', 'move')",3
"('like', 'solid')",4
"('causing', 'like')",4
"('constant', 'like')",3
"('like', 'oxygen')",3
"('like', 'thats')",15
"('last', 'like')",8
"('like', 'say')",15
"('atmospheric', 'like')",5
"('activity', 'like')",10
"('like', 'make')",22
"('kind', 'like')",6
"('like', 'n')",3
"('like', 'time')",36
"('like', 'yet')",10
"('like', 'sense')",3
"('like', 'nothing')",8
"('climate', 'like')",80
"('least', 'like')",5
"('like', 'wind')",7
"('like', 'used')",8
"('around', 'like')",14
"('environment', 'like')",11
"('increase', 'like')",12
"('like', 'temperature')",11
"('like', 'yes')",8
"('basic', 'like')",5
"('co', 'instead')",4
"('based', 'co')",5
"('co', 'tiny')",4
"('co', 'heat')",14
"('co', 'going')",11
"('co', 'common')",6
"('co', 'matter')",3
"('co', 'earth')",32
"('capacity', 'co')",3
"('co', 'solid')",3
"('causing', 'co')",5
"('co', 'volume')",3
"('co', 'constant')",3
"('co', 'oxygen')",6
"('co', 'thats')",11
"('co', 'last')",9
"('co', 'say')",7
"('atmospheric', 'co')",6
"('activity', 'co')",6
"('co', 'make')",18
"('co', 'kind')",5
"('co', 'n')",3
"('co', 'time')",20
"('co', 'yet')",7
"('co', 'nothing')",6
"('climate', 'co')",56
"('co', 'least')",8
"('co', 'wind')",7
"('co', 'nitrogen')",4
"('co', 'used')",5
"('around', 'co')",12
"('co', 'environment')",7
"('co', 'increase')",16
"('co', 'temperature')",15
"('co', 'yes')",7
"('basic', 'co')",5
"('based', 'instead')",3
"('going', 'instead')",4
"('common', 'instead')",3
"('earth', 'instead')",5
"('causing', 'instead')",3
"('instead', 'thats')",4
"('instead', 'last')",3
"('instead', 'say')",3
"('atmospheric', 'instead')",3
"('activity', 'instead')",3
"('instead', 'make')",4
"('instead', 'time')",10
"('instead', 'yet')",3
"('instead', 'nothing')",3
"('climate', 'instead')",15
"('instead', 'least')",3
"('instead', 'used')",3
"('increase', 'instead')",7
"('instead', 'temperature')",4
"('instead', 'yes')",5
"('based', 'heat')",4
"('based', 'earth')",4
"('based', 'say')",3
"('atmospheric', 'based')",4
"('based', 'roughly')",4
"('based', 'make')",5
"('based', 'time')",4
"('based', 'climate')",7
"('around', 'based')",5
"('based', 'increase')",4
"('based', 'temperature')",6
"('heat', 'tiny')",4
"('going', 'tiny')",3
"('earth', 'tiny')",4
"('causing', 'tiny')",3
"('thats', 'tiny')",4
"('make', 'tiny')",3
"('time', 'tiny')",3
"('climate', 'tiny')",5
"('tiny', 'used')",3
"('around', 'tiny')",4
"('increase', 'tiny')",5
"('causing', 'convection')",3
"('going', 'heat')",13
"('common', 'heat')",5
"('heat', 'matter')",4
"('earth', 'heat')",25
"('capacity', 'heat')",5
"('heat', 'solid')",4
"('causing', 'heat')",5
"('heat', 'volume')",4
"('constant', 'heat')",3
"('heat', 'thats')",6
"('heat', 'last')",10
"('heat', 'say')",7
"('atmospheric', 'heat')",6
"('activity', 'heat')",3
"('heat', 'make')",13
"('heat', 'kind')",3
"('heat', 'time')",23
"('heat', 'yet')",8
"('heat', 'nothing')",8
"('climate', 'heat')",34
"('heat', 'least')",4
"('heat', 'wind')",5
"('heat', 'used')",7
"('around', 'heat')",13
"('heat', 'room')",3
"('environment', 'heat')",4
"('heat', 'increase')",12
"('heat', 'temperature')",15
"('heat', 'yes')",7
"('basic', 'heat')",4
"('common', 'going')",3
"('going', 'matter')",5
"('earth', 'going')",33
"('going', 'move')",3
"('causing', 'going')",8
"('going', 'thats')",14
