pair,count
"('astronomy', 'simple')",3
"('simple', 'u')",13
"('check', 'could')",7
"('check', 'dont')",5
"('check', 'something')",7
"('check', 'planet')",5
"('check', 'like')",8
"('check', 'people')",3
"('check', 'know')",6
"('check', 'using')",3
"('check', 'star')",14
"('check', 'u')",6
"('could', 'used')",10
"('could', 'dont')",64
"('could', 'something')",90
"('could', 'work')",13
"('could', 'planet')",243
"('could', 'like')",144
"('could', 'waste')",9
"('could', 'doesnt')",26
"('could', 'people')",30
"('could', 'help')",6
"('could', 'want')",18
"('could', 'know')",79
"('actually', 'could')",28
"('could', 'using')",20
"('could', 'unless')",10
"('could', 'maybe')",69
"('could', 'discovered')",11
"('could', 'tabby')",12
"('could', 'star')",329
"('astronomy', 'could')",9
"('could', 'range')",3
"('could', 'u')",95
"('dont', 'used')",9
"('something', 'used')",7
"('used', 'work')",3
"('planet', 'used')",22
"('like', 'used')",15
"('used', 'waste')",4
"('doesnt', 'used')",3
"('people', 'used')",11
"('used', 'want')",4
"('know', 'used')",12
"('actually', 'used')",6
"('used', 'using')",5
"('maybe', 'used')",5
"('discovered', 'used')",3
"('star', 'used')",20
"('astronomy', 'used')",3
"('u', 'used')",9
"('dont', 'something')",59
"('dont', 'work')",17
"('dont', 'planet')",113
"('dont', 'like')",86
"('dont', 'waste')",10
"('doesnt', 'dont')",17
"('dont', 'people')",48
"('dont', 'help')",7
"('dont', 'want')",32
"('dont', 'know')",150
"('actually', 'dont')",11
"('dont', 'using')",11
"('dont', 'unless')",5
"('dont', 'maybe')",34
"('discovered', 'dont')",9
"('dont', 'tabby')",5
"('dont', 'star')",136
"('astronomy', 'dont')",6
"('dont', 'u')",80
"('something', 'work')",13
"('planet', 'something')",84
"('like', 'something')",99
"('something', 'waste')",7
"('doesnt', 'something')",18
"('people', 'something')",38
"('help', 'something')",10
"('something', 'want')",17
"('know', 'something')",60
"('actually', 'something')",13
"('something', 'using')",8
"('something', 'unless')",3
"('maybe', 'something')",50
"('discovered', 'something')",3
"('something', 'star')",162
"('astronomy', 'something')",3
"('something', 'u')",76
"('planet', 'work')",24
"('like', 'work')",16
"('waste', 'work')",4
"('doesnt', 'work')",5
"('people', 'work')",15
"('help', 'work')",5
"('want', 'work')",6
"('know', 'work')",22
"('actually', 'work')",5
"('using', 'work')",4
"('maybe', 'work')",5
"('discovered', 'work')",3
"('tabby', 'work')",4
"('star', 'work')",29
"('astronomy', 'work')",4
"('u', 'work')",17
"('like', 'planet')",193
"('planet', 'waste')",10
"('doesnt', 'planet')",35
"('people', 'planet')",56
"('help', 'planet')",10
"('planet', 'want')",21
"('know', 'planet')",109
"('actually', 'planet')",30
"('planet', 'using')",24
"('planet', 'unless')",11
"('maybe', 'planet')",108
"('discovered', 'planet')",13
"('planet', 'tabby')",10
"('planet', 'star')",490
"('astronomy', 'planet')",6
"('planet', 'range')",4
"('planet', 'u')",119
"('like', 'waste')",6
"('doesnt', 'like')",27
"('like', 'people')",64
"('help', 'like')",11
"('like', 'want')",25
"('know', 'like')",85
"('actually', 'like')",24
"('like', 'using')",15
"('like', 'unless')",7
"('like', 'maybe')",72
"('discovered', 'like')",11
"('like', 'tabby')",6
"('like', 'star')",259
"('astronomy', 'like')",17
"('like', 'range')",4
"('like', 'u')",109
"('people', 'waste')",9
"('help', 'waste')",6
"('want', 'waste')",6
"('know', 'waste')",8
"('actually', 'waste')",6
"('maybe', 'waste')",6
"('star', 'waste')",16
"('u', 'waste')",12
"('doesnt', 'people')",12
"('doesnt', 'help')",3
"('doesnt', 'want')",6
"('doesnt', 'know')",28
"('actually', 'doesnt')",6
"('doesnt', 'using')",6
"('doesnt', 'unless')",4
"('doesnt', 'maybe')",16
"('discovered', 'doesnt')",5
"('doesnt', 'tabby')",4
"('doesnt', 'star')",54
"('doesnt', 'u')",26
"('help', 'people')",12
"('people', 'want')",25
"('know', 'people')",60
"('actually', 'people')",19
"('people', 'using')",6
"('people', 'unless')",3
"('maybe', 'people')",21
"('discovered', 'people')",11
"('people', 'tabby')",9
"('people', 'star')",73
"('astronomy', 'people')",8
"('people', 'u')",38
"('help', 'want')",3
"('help', 'know')",11
"('actually', 'help')",3
"('help', 'maybe')",4
"('help', 'star')",16
"('astronomy', 'help')",3
"('help', 'u')",11
"('know', 'want')",29
"('actually', 'want')",8
"('using', 'want')",3
"('maybe', 'want')",7
"('tabby', 'want')",3
"('star', 'want')",25
"('u', 'want')",30
"('actually', 'know')",25
"('know', 'using')",13
"('know', 'unless')",9
"('know', 'maybe')",44
"('discovered', 'know')",15
"('know', 'tabby')",7
"('know', 'star')",175
"('astronomy', 'know')",10
"('know', 'u')",73
"('actually', 'using')",5
"('actually', 'maybe')",12
"('actually', 'discovered')",4
"('actually', 'star')",51
"('actually', 'astronomy')",3
"('actually', 'u')",23
"('maybe', 'using')",6
"('discovered', 'using')",3
"('star', 'using')",33
"('astronomy', 'using')",3
"('u', 'using')",11
"('maybe', 'unless')",7
"('star', 'unless')",15
"('u', 'unless')",6
"('discovered', 'maybe')",5
"('maybe', 'star')",154
"('astronomy', 'maybe')",6
"('maybe', 'u')",46
"('discovered', 'tabby')",5
"('discovered', 'star')",25
"('astronomy', 'discovered')",3
"('discovered', 'u')",11
"('star', 'tabby')",60
"('tabby', 'u')",7
"('astronomy', 'star')",14
"('range', 'star')",7
"('star', 'u')",200
"('astronomy', 'u')",6
"('range', 'u')",3
"('become', 'future')",4
"('human', 'long')",8
"('hypothesis', 'long')",5
"('least', 'long')",4
"('dont', 'long')",7
"('history', 'long')",3
"('dyson', 'long')",11
"('long', 'sphere')",11
"('long', 'thats')",9
"('know', 'long')",20
"('long', 'maybe')",9
"('long', 'working')",3
"('long', 'star')",49
"('event', 'long')",6
"('going', 'long')",7
"('extraterrestrial', 'human')",6
"('extraterrestrial', 'hypothesis')",4
"('dont', 'extraterrestrial')",4
"('extraterrestrial', 'finding')",4
"('dyson', 'extraterrestrial')",4
"('extraterrestrial', 'sphere')",4
"('extraterrestrial', 'know')",4
"('extraterrestrial', 'maybe')",3
"('extraterrestrial', 'star')",8
"('astrophysics', 'human')",4
"('astrophysics', 'least')",3
"('astrophysics', 'dont')",4
"('astrophysics', 'finding')",3
"('astrophysics', 'know')",4
"('astrophysics', 'star')",5
"('child', 'human')",4
"('human', 'hypothesis')",7
"('human', 'least')",6
"('dont', 'human')",35
"('human', 'taking')",3
"('finding', 'human')",5
"('history', 'human')",4
"('dyson', 'human')",9
"('human', 'sphere')",13
"('human', 'thats')",16
"('human', 'know')",37
"('human', 'maybe')",17
"('good', 'human')",12
"('human', 'working')",4
"('human', 'star')",39
"('event', 'human')",5
"('human', 'particular')",4
"('going', 'human')",12
"('child', 'least')",3
"('child', 'dont')",4
"('child', 'know')",7
"('child', 'star')",7
"('child', 'going')",5
"('dumbest', 'dyson')",3
"('dumbest', 'sphere')",3
"('dyson', 'sufficient')",3
"('star', 'sufficient')",6
"('hypothesis', 'least')",7
"('dont', 'hypothesis')",16
"('hypothesis', 'taking')",3
"('finding', 'hypothesis')",5
"('dyson', 'hypothesis')",14
"('hypothesis', 'sphere')",13
"('hypothesis', 'thats')",6
"('hypothesis', 'know')",12
"('hypothesis', 'maybe')",8
"('good', 'hypothesis')",4
"('hypothesis', 'star')",29
"('event', 'hypothesis')",3
"('hypothesis', 'particular')",4
"('dont', 'least')",8
"('finding', 'least')",3
"('history', 'least')",3
"('dyson', 'least')",9
"('least', 'sphere')",10
"('least', 'thats')",8
"('know', 'least')",11
"('least', 'maybe')",9
"('good', 'least')",5
"('least', 'star')",32
"('event', 'least')",3
"('least', 'particular')",3
"('dont', 'fleet')",4
"('dyson', 'fleet')",3
"('fleet', 'sphere')",4
"('fleet', 'maybe')",4
"('fleet', 'star')",14
"('dont', 'taking')",3
"('dont', 'finding')",6
"('dont', 'history')",3
"('dont', 'dyson')",34
"('dont', 'sphere')",38
"('dont', 'thats')",25
"('dont', 'good')",21
"('dont', 'working')",6
"('dont', 'event')",8
"('dont', 'particular')",7
"('dont', 'going')",27
"('finding', 'taking')",3
"('sphere', 'taking')",4
"('taking', 'thats')",4
"('good', 'taking')",3
"('star', 'taking')",9
"('finding', 'thats')",3
"('finding', 'know')",6
"('finding', 'maybe')",4
"('finding', 'star')",22
"('event', 'finding')",3
"('finding', 'particular')",4
"('history', 'sphere')",4
"('history', 'know')",5
"('history', 'maybe')",3
"('history', 'star')",13
"('going', 'history')",4
"('dyson', 'sphere')",244
"('dyson', 'thats')",12
"('dyson', 'know')",35
"('dyson', 'maybe')",32
"('dyson', 'good')",7
"('dyson', 'star')",96
"('dyson', 'event')",7
"('dyson', 'particular')",4
"('dyson', 'going')",10
"('sphere', 'thats')",16
"('know', 'sphere')",39
"('maybe', 'sphere')",30
"('good', 'sphere')",8
"('sphere', 'star')",98
"('event', 'sphere')",6
"('particular', 'sphere')",5
"('going', 'sphere')",13
"('break', 'thats')",3
"('know', 'thats')",22
"('maybe', 'thats')",18
"('good', 'thats')",5
"('star', 'thats')",74
"('particular', 'thats')",3
"('going', 'thats')",11
"('break', 'maybe')",5
"('break', 'star')",8
"('break', 'going')",3
"('pause', 'star')",3
"('good', 'know')",21
"('know', 'working')",5
"('event', 'know')",8
"('know', 'particular')",9
"('going', 'know')",26
"('good', 'maybe')",7
"('event', 'maybe')",9
"('maybe', 'particular')",7
"('going', 'maybe')",15
"('good', 'star')",26
"('event', 'good')",4
"('good', 'particular')",3
"('going', 'good')",8
"('star', 'working')",7
"('event', 'star')",28
"('particular', 'star')",20
"('going', 'star')",54
"('event', 'particular')",4
"('event', 'going')",3
"('going', 'particular')",4
"('even', 'plain')",3
"('energy', 'plain')",3
"('plain', 'planet')",4
"('plain', 'star')",3
"('ludicrous', 'planet')",3
"('dyson', 'ludicrous')",3
"('ludicrous', 'star')",3
"('ludicrous', 'one')",3
"('best', 'even')",11
"('best', 'hundred')",6
"('best', 'year')",9
"('best', 'energy')",6
"('advanced', 'best')",4
"('best', 'structure')",5
"('best', 'solar')",7
"('around', 'best')",7
"('best', 'planet')",15
"('best', 'dyson')",3
"('best', 'think')",11
"('best', 'sphere')",5
"('best', 'see')",9
"('best', 'thousand')",5
"('best', 'maybe')",6
"('best', 'would')",16
"('best', 'construction')",3
"('best', 'star')",21
"('best', 'one')",15
"('best', 'system')",7
"('best', 'theory')",5
"('best', 'pattern')",4
"('best', 'worst')",3
"('best', 'within')",3
"('best', 'mega')",4
"('even', 'nonsense')",5
"('even', 'hundred')",12
"('even', 'year')",58
"('even', 'material')",28
"('even', 'sunlight')",7
"('energy', 'even')",37
"('advanced', 'even')",26
"('even', 'structure')",32
"('even', 'solar')",41
"('civilisation', 'even')",5
"('cheap', 'even')",3
"('around', 'even')",42
"('even', 'use')",17
"('even', 'silly')",4
"('even', 'planet')",107
"('dyson', 'even')",38
"('even', 'form')",13
"('even', 'think')",57
"('even', 'sphere')",46
"('even', 'probably')",23
"('even', 'whatever')",5
"('even', 'next')",13
"('even', 'see')",39
"('even', 'thousand')",19
"('even', 'maybe')",45
"('even', 'would')",124
"('even', 'limitless')",3
"('even', 'star')",147
"('even', 'one')",66
"('even', 'system')",58
"('even', 'theory')",27
"('even', 'pattern')",14
"('even', 'worst')",4
"('dozen', 'even')",4
"('even', 'fusion')",7
"('capture', 'even')",5
"('even', 'within')",8
"('even', 'fall')",8
"('even', 'mega')",9
"('energy', 'exotic')",3
"('exotic', 'structure')",3
"('exotic', 'solar')",3
"('dyson', 'exotic')",4
"('exotic', 'sphere')",4
"('exotic', 'would')",4
"('exotic', 'star')",5
"('exotic', 'system')",3
"('nonsense', 'year')",7
"('energy', 'nonsense')",4
"('advanced', 'nonsense')",4
"('nonsense', 'structure')",3
"('nonsense', 'use')",3
"('nonsense', 'planet')",5
"('form', 'nonsense')",3
"('nonsense', 'think')",6
"('nonsense', 'see')",6
"('nonsense', 'thousand')",3
"('nonsense', 'would')",7
"('nonsense', 'star')",10
"('nonsense', 'one')",5
"('nonsense', 'theory')",4
"('nonsense', 'pattern')",4
"('nonsense', 'within')",3
"('hundred', 'year')",21
"('hundred', 'material')",4
"('energy', 'hundred')",5
"('advanced', 'hundred')",8
"('hundred', 'structure')",7
"('hundred', 'solar')",12
"('around', 'hundred')",13
"('hundred', 'planet')",34
"('dyson', 'hundred')",10
"('form', 'hundred')",4
"('hundred', 'think')",10
"('hundred', 'sphere')",10
"('hundred', 'probably')",7
"('hundred', 'see')",10
"('hundred', 'thousand')",16
"('hundred', 'maybe')",11
"('hundred', 'would')",14
"('hundred', 'star')",34
"('hundred', 'one')",21
"('hundred', 'system')",17
"('hundred', 'theory')",7
"('hundred', 'pattern')",4
"('dozen', 'hundred')",3
"('fusion', 'hundred')",3
"('hundred', 'within')",3
"('material', 'year')",15
"('energy', 'year')",30
"('advanced', 'year')",24
"('structure', 'year')",24
"('solar', 'year')",32
"('civilisation', 'year')",4
"('around', 'year')",43
"('use', 'year')",16
"('dyson', 'year')",31
"('form', 'year')",13
"('think', 'year')",31
"('sphere', 'year')",33
"('probably', 'year')",22
"('whatever', 'year')",11
"('next', 'year')",22
"('see', 'year')",55
"('thousand', 'year')",38
"('would', 'year')",84
"('limitless', 'year')",3
"('construction', 'year')",3
"('one', 'year')",61
"('system', 'year')",36
"('theory', 'year')",23
"('pattern', 'year')",13
"('dozen', 'year')",4
"('fusion', 'year')",4
"('capture', 'year')",6
"('within', 'year')",10
"('mega', 'year')",5
"('energy', 'material')",29
"('advanced', 'material')",11
"('material', 'structure')",29
"('material', 'solar')",30
"('around', 'material')",25
"('material', 'use')",8
"('material', 'planet')",60
"('dyson', 'material')",41
"('form', 'material')",10
"('material', 'think')",22
"('material', 'sphere')",48
"('available', 'material')",5
"('material', 'probably')",9
"('material', 'whatever')",4
"('material', 'next')",3
"('material', 'see')",13
"('material', 'thousand')",12
"('material', 'maybe')",14
"('material', 'would')",71
"('construction', 'material')",5
"('material', 'star')",62
"('material', 'one')",22
"('material', 'system')",28
"('material', 'theory')",9
"('material', 'pattern')",7
"('material', 'worst')",3
"('fusion', 'material')",5
"('material', 'within')",5
"('fall', 'material')",3
"('material', 'mega')",5
"('energy', 'sunlight')",5
"('structure', 'sunlight')",3
"('solar', 'sunlight')",4
"('around', 'sunlight')",5
"('planet', 'sunlight')",11
"('next', 'sunlight')",3
"('see', 'sunlight')",5
"('maybe', 'sunlight')",5
"('sunlight', 'would')",6
"('star', 'sunlight')",11
"('one', 'sunlight')",6
"('sunlight', 'system')",7
"('advanced', 'energy')",50
"('energy', 'structure')",57
"('energy', 'solar')",50
"('civilisation', 'energy')",6
"('around', 'energy')",39
"('energy', 'use')",24
"('energy', 'silly')",4
"('energy', 'planet')",72
"('dyson', 'energy')",64
"('energy', 'form')",21
"('energy', 'think')",40
"('energy', 'sphere')",77
"('available', 'energy')",4
"('energy', 'probably')",18
"('energy', 'whatever')",5
"('energy', 'next')",8
"('energy', 'see')",27
"('energy', 'thousand')",17
"('energy', 'maybe')",20
"('energy', 'would')",119
"('energy', 'limitless')",5
"('construction', 'energy')",5
"('energy', 'star')",110
"('energy', 'one')",38
"('energy', 'system')",32
"('energy', 'theory')",15
"('energy', 'pattern')",11
"('energy', 'fusion')",15
"('capture', 'energy')",16
"('energy', 'within')",7
"('energy', 'fall')",3
"('energy', 'mega')",20
"('advanced', 'structure')",22
"('advanced', 'solar')",24
"('advanced', 'civilisation')",8
"('advanced', 'around')",22
"('advanced', 'use')",11
"('advanced', 'planet')",35
"('advanced', 'dyson')",30
"('advanced', 'form')",10
"('advanced', 'think')",30
"('advanced', 'sphere')",35
"('advanced', 'available')",3
"('advanced', 'probably')",13
"('advanced', 'whatever')",4
"('advanced', 'next')",3
"('advanced', 'see')",13
"('advanced', 'thousand')",10
"('advanced', 'maybe')",22
"('advanced', 'would')",85
"('advanced', 'star')",43
"('advanced', 'one')",26
"('advanced', 'system')",17
"('advanced', 'theory')",7
"('advanced', 'pattern')",7
"('advanced', 'fusion')",10
"('advanced', 'capture')",7
"('advanced', 'within')",4
"('advanced', 'mega')",8
"('solar', 'structure')",28
"('civilisation', 'structure')",4
"('around', 'structure')",34
"('structure', 'use')",12
"('planet', 'structure')",76
"('dyson', 'structure')",30
"('form', 'structure')",8
"('structure', 'think')",29
"('sphere', 'structure')",33
"('available', 'structure')",3
"('probably', 'structure')",9
"('next', 'structure')",4
"('see', 'structure')",23
"('structure', 'thousand')",10
"('maybe', 'structure')",23
"('structure', 'would')",81
"('limitless', 'structure')",3
"('construction', 'structure')",7
"('star', 'structure')",86
"('one', 'structure')",26
"('structure', 'system')",27
"('structure', 'theory')",14
"('pattern', 'structure')",13
"('fusion', 'structure')",6
"('capture', 'structure')",11
"('structure', 'within')",3
"('mega', 'structure')",53
"('constructing', 'dyson')",3
"('constructing', 'sphere')",4
"('constructing', 'would')",3
"('around', 'solar')",43
"('solar', 'use')",8
"('silly', 'solar')",5
"('planet', 'solar')",124
"('dyson', 'solar')",31
"('form', 'solar')",14
"('solar', 'think')",37
"('solar', 'sphere')",35
"('available', 'solar')",3
"('probably', 'solar')",19
"('solar', 'whatever')",3
"('next', 'solar')",8
"('see', 'solar')",33
"('solar', 'thousand')",13
"('maybe', 'solar')",30
"('solar', 'would')",99
"('limitless', 'solar')",3
"('solar', 'star')",133
"('one', 'solar')",46
"('solar', 'system')",188
"('solar', 'theory')",13
"('pattern', 'solar')",12
"('dozen', 'solar')",4
"('fusion', 'solar')",8
"('capture', 'solar')",6
"('solar', 'within')",11
"('catastrophic', 'solar')",4
"('length', 'solar')",3
"('mega', 'solar')",7
"('around', 'measured')",3
"('measured', 'planet')",3
"('measured', 'would')",3
"('measured', 'star')",6
"('measured', 'one')",3
"('civilisation', 'use')",3
"('civilisation', 'planet')",9
"('civilisation', 'dyson')",5
"('civilisation', 'think')",4
"('civilisation', 'sphere')",5
"('civilisation', 'see')",3
"('civilisation', 'thousand')",3
"('civilisation', 'maybe')",3
"('civilisation', 'would')",11
"('civilisation', 'star')",9
"('civilisation', 'one')",5
"('civilisation', 'theory')",3
"('civilisation', 'mega')",3
"('cheap', 'would')",3
"('around', 'use')",8
"('around', 'planet')",148
"('around', 'dyson')",40
"('around', 'form')",13
"('around', 'think')",47
"('around', 'sphere')",40
"('around', 'probably')",19
"('around', 'whatever')",5
"('around', 'next')",10
"('around', 'see')",41
"('around', 'thousand')",11
"('around', 'maybe')",45
"('around', 'would')",98
"('around', 'limitless')",3
"('around', 'construction')",4
"('around', 'star')",221
"('around', 'one')",52
"('around', 'system')",53
"('around', 'theory')",16
"('around', 'pattern')",20
"('around', 'fusion')",6
"('around', 'capture')",8
"('around', 'within')",6
"('around', 'fall')",3
"('around', 'mega')",9
"('planet', 'use')",24
"('dyson', 'use')",14
"('form', 'use')",6
"('think', 'use')",12
"('sphere', 'use')",14
"('probably', 'use')",4
"('use', 'whatever')",5
"('next', 'use')",4
"('see', 'use')",12
"('thousand', 'use')",9
"('maybe', 'use')",8
"('use', 'would')",32
"('limitless', 'use')",3
"('star', 'use')",29
"('one', 'use')",16
"('system', 'use')",8
"('theory', 'use')",10
"('pattern', 'use')",4
"('fusion', 'use')",3
"('capture', 'use')",5
"('mega', 'use')",3
"('planet', 'silly')",6
"('dyson', 'silly')",3
"('silly', 'think')",7
"('silly', 'sphere')",3
"('probably', 'silly')",3
"('silly', 'would')",5
"('silly', 'star')",7
"('one', 'silly')",5
"('silly', 'system')",3
"('silly', 'theory')",3
"('dyson', 'planet')",68
"('form', 'planet')",28
"('planet', 'think')",110
"('planet', 'sphere')",82
"('available', 'planet')",3
"('planet', 'probably')",38
"('planet', 'whatever')",16
"('next', 'planet')",22
"('planet', 'see')",92
"('planet', 'thousand')",29
"('planet', 'would')",273
"('construction', 'planet')",6
"('one', 'planet')",179
"('planet', 'system')",179
"('planet', 'theory')",45
"('pattern', 'planet')",38
"('dozen', 'planet')",11
"('fusion', 'planet')",6
"('capture', 'planet')",9
"('planet', 'within')",22
"('catastrophic', 'planet')",4
"('length', 'planet')",5
"('fall', 'planet')",7
"('mega', 'planet')",21
"('dyson', 'form')",13
"('dyson', 'think')",39
"('available', 'dyson')",4
"('dyson', 'probably')",16
"('dyson', 'whatever')",7
"('dyson', 'next')",5
"('dyson', 'see')",18
"('dyson', 'thousand')",11
"('dyson', 'would')",116
"('dyson', 'limitless')",5
"('construction', 'dyson')",8
"('dyson', 'one')",38
"('dyson', 'system')",29
"('dyson', 'theory')",18
"('dyson', 'pattern')",11
"('dyson', 'fusion')",12
"('capture', 'dyson')",10
"('dyson', 'within')",3
"('catastrophic', 'dyson')",3
"('dyson', 'mega')",8
"('form', 'think')",13
"('form', 'sphere')",14
"('form', 'probably')",6
"('form', 'whatever')",4
"('form', 'next')",3
"('form', 'see')",13
"('form', 'thousand')",4
"('form', 'maybe')",12
"('form', 'would')",29
"('form', 'star')",32
"('form', 'one')",19
"('form', 'system')",18
"('form', 'theory')",8
"('form', 'pattern')",5
"('form', 'fusion')",4
"('capture', 'form')",4
"('form', 'within')",3
"('fall', 'form')",4
"('form', 'mega')",3
"('sphere', 'think')",38
"('probably', 'think')",16
"('think', 'whatever')",9
"('next', 'think')",4
"('see', 'think')",45
"('think', 'thousand')",12
"('maybe', 'think')",34
"('think', 'would')",115
"('limitless', 'think')",3
"('star', 'think')",133
"('one', 'think')",68
"('system', 'think')",32
"('theory', 'think')",18
"('pattern', 'think')",11
"('think', 'worst')",3
"('dozen', 'think')",3
"('fusion', 'think')",7
"('capture', 'think')",5
"('think', 'within')",8
"('fall', 'think')",4
"('mega', 'think')",10
"('available', 'sphere')",4
"('probably', 'sphere')",17
"('sphere', 'whatever')",6
"('next', 'sphere')",5
"('see', 'sphere')",22
"('sphere', 'thousand')",13
"('sphere', 'would')",129
"('limitless', 'sphere')",5
"('construction', 'sphere')",9
"('one', 'sphere')",43
"('sphere', 'system')",33
"('sphere', 'theory')",22
"('pattern', 'sphere')",10
"('fusion', 'sphere')",12
"('capture', 'sphere')",9
"('sphere', 'within')",5
"('mega', 'sphere')",8
"('available', 'would')",7
"('available', 'star')",7
"('available', 'one')",3
"('available', 'system')",5
"('probably', 'whatever')",6
"('next', 'probably')",6
"('probably', 'see')",18
"('probably', 'thousand')",6
"('maybe', 'probably')",11
"('probably', 'would')",46
"('probably', 'star')",59
"('one', 'probably')",24
"('probably', 'system')",22
"('probably', 'theory')",7
"('pattern', 'probably')",7
"('dozen', 'probably')",3
"('capture', 'probably')",3
"('probably', 'within')",5
"('catastrophic', 'probably')",3
"('see', 'whatever')",7
"('thousand', 'whatever')",4
"('maybe', 'whatever')",7
"('whatever', 'would')",15
"('star', 'whatever')",26
"('one', 'whatever')",12
"('system', 'whatever')",5
"('theory', 'whatever')",4
"('whatever', 'within')",3
"('next', 'see')",5
"('maybe', 'next')",6
"('next', 'would')",18
"('limitless', 'next')",3
"('next', 'star')",32
"('next', 'one')",14
"('next', 'system')",10
"('next', 'theory')",6
"('next', 'pattern')",3
"('fusion', 'next')",3
"('capture', 'next')",4
"('next', 'within')",5
"('mega', 'next')",3
"('see', 'thousand')",15
"('maybe', 'see')",26
"('see', 'would')",92
"('see', 'star')",138
"('one', 'see')",61
"('see', 'system')",45
"('see', 'theory')",24
"('pattern', 'see')",21
"('fusion', 'see')",3
"('capture', 'see')",8
"('see', 'within')",8
"('fall', 'see')",7
"('mega', 'see')",6
"('maybe', 'thousand')",8
"('thousand', 'would')",28
"('star', 'thousand')",44
"('one', 'thousand')",24
"('system', 'thousand')",15
"('theory', 'thousand')",8
"('pattern', 'thousand')",4
"('fusion', 'thousand')",3
"('mega', 'thousand')",3
"('maybe', 'would')",64
"('construction', 'maybe')",3
"('maybe', 'one')",49
"('maybe', 'system')",46
"('maybe', 'theory')",16
"('maybe', 'pattern')",12
"('dozen', 'maybe')",3
"('fusion', 'maybe')",4
"('maybe', 'within')",8
"('fall', 'maybe')",3
"('maybe', 'mega')",6
"('limitless', 'would')",5
"('construction', 'would')",8
"('verge', 'would')",3
"('star', 'would')",328
"('one', 'would')",139
"('system', 'would')",116
"('theory', 'would')",40
"('pattern', 'would')",35
"('dozen', 'would')",3
"('fusion', 'would')",16
"('capture', 'would')",16
"('within', 'would')",15
"('catastrophic', 'would')",3
"('length', 'would')",4
"('fall', 'would')",7
"('mega', 'would')",20
"('limitless', 'star')",3
"('fusion', 'limitless')",3
"('construction', 'star')",7
"('star', 'verge')",3
"('one', 'star')",225
"('star', 'system')",200
"('star', 'theory')",64
"('pattern', 'star')",52
"('star', 'worst')",4
"('dozen', 'star')",4
