comment,cleaned_comment,label
"really enjoyed this documentary; it presents some compelling points. however, I can't help but think that some solutions discussed might not be practical for everyone. like, going completely green seems ideal, but what about people in lower-income areas who can't afford solar panels or electric cars? it feels like a privilege issue that often gets overlooked.",really enjoyed documentary present compelling point however cant help think solution discussed might practical everyone like going completely green seems ideal people lowerincome area cant afford solar panel electric car feel like privilege issue often get overlooked,1.0
Did they walk all the way from Germany or did you and all your equipment fly on a plane like Gretta and Kerry 😂😂😂😂😂,walk way germany equipment fly plane like gretta kerry,1.0
It's more like humans doing the deeds. The biggest issue nobody talking tilted earth more than it should be,like human deed biggest issue nobody talking tilted earth,1.0
"This is propaganda in its purest form. Poor Africa should first and foremost consider how to stop population growth and take care of such basic issues as waste management. For now, Europe is committing conscious suicide, and European families are being destroyed by the costs of the new Green Deal. Countries like the USA or China are just waiting for that",propaganda purest form poor africa first foremost consider stop population growth take care basic issue waste management europe committing conscious suicide european family destroyed cost new green deal country like usa china waiting,1.0
"Interesting propaganda. Sahara was once green. Antarctica was once green. Earth is ever changing , the sun goes through cycles. Hot cold. Great way for .. climate scientists to earn money though. Imagine how many left unemployed if we figured out that it’s just how it is. 
We went through an ice age when not a single car existed. We only exist because earth warmed up 😂😂😂😂😂😂😂😂",interesting propaganda sahara green antarctica green earth ever changing sun go cycle hot cold great way climate scientist earn money though imagine many left unemployed figured went ice age single car existed exist earth warmed,1.0
"great video, really informative and well put together! i can't help but wonder though, if we focus so much on tech solutions, are we neglecting the importance of personal lifestyle changes? I mean, it seems like we keep looking for a quick fix instead of making real sacrifices in our daily lives. what do you all think?",great video really informative well put together cant help wonder though focus much tech solution neglecting importance personal lifestyle change mean seems like keep looking quick fix instead making real sacrifice daily life think,1.0
One volcano and that's  more than all if man at it's  worst for  5 years.  And the amount  of them in last 40 years is 89% more than last 400 years.  If they told  you  truth it would  destroy  order. They not going  to  tell  you we beyond  faked. And you're not doing  a dam thing  to stop it. I give us 10 more years.  And that's  being optimistic.,one volcano thats man worst year amount last year last year told truth would destroy order going tell beyond faked youre dam thing stop give u year thats optimistic,0.0
"The richer indicates jobs, but their intentions are others to earn sum by establishing fossil fueled industries on the earth. And, they ignore environmental issue with educated people advise. This results show many consequences like the poorer communities suffer strongly, wasting a lot of the foods and the lands could not produce desire foods that are  more essential to survive of lives. Moreover, the temperatures hit to all sectors. The activists try to reach voice to the policy makers, politicians, leaders as well as industrialists are a key to save lives. In years to come, the UN,  prime bodies can awareness to the humans to stop use fossil fuels, shifting to renewable energy. Furthermore, Universities offer students with scholarship to study on these related subjects. These activities could be tackle from situations... Thanks.",richer indicates job intention others earn sum establishing fossil fueled industry earth ignore environmental issue educated people advise result show many consequence like poorer community suffer strongly wasting lot food land could produce desire food essential survive life moreover temperature hit sector activist try reach voice policy maker politician leader well industrialist key save life year come un prime body awareness human stop use fossil fuel shifting renewable energy furthermore university offer student scholarship study related subject activity could tackle situation thanks,1.0
"We already averted catastrophe, and it was a remarkably perfect, zero! 
In the 70s and 80s we saw it coming. America acted with emission policy and ban on things like Freon, aerosol hairspray etc. We averted the worst of the worst catastrophic climate predictions.",already averted catastrophe remarkably perfect zero saw coming america acted emission policy ban thing like freon aerosol hairspray etc averted worst worst catastrophic climate prediction,1.0
"If you wish to switch from fossil fuels mankind needs to enable the solution to fix the shortcomings of the source of energy.  God gave mankind the source and 2 down stream steps that enabled energy to be stored, distributed, and called back on demand as needed.  Mankind will need to do likewise with another thing God  did for mankind in Genesis 1:26-28 make mankind in His likeness.  God gave us the privilege of ço-creating the world we live in.",wish switch fossil fuel mankind need enable solution fix shortcoming source energy god gave mankind source stream step enabled energy stored distributed called back demand needed mankind need likewise another thing god mankind genesis make mankind likeness god gave u privilege ocreating world live,1.0
"Without having more products to spread the cost over of the required infrastructure the 1st world economies have no prayer to replace fossil fuels.
God gave mankind the source of energy and 2 steps down line.  Mankind will have design ways to store, distribute, make additional products to spread the cost of infrastructure over and increase the value of low value assets into durable high value ones.
It will take both Elon Musk and President Trump to enable all investors win to transfer from fossil fuels.  I would love to invite them to share my insight.",without product spread cost required infrastructure st world economy prayer replace fossil fuel god gave mankind source energy step line mankind design way store distribute make additional product spread cost infrastructure increase value low value asset durable high value one take elon musk president trump enable investor win transfer fossil fuel would love invite share insight,1.0
"Not human made but perhaps 5-10%. It is the current Magnetic Excursion that been on a straight line move since 1850. Distorting, weakening the magnetic field allowing the sun radiance of the sun to penitrate stronger into the planet. Thus the melting of the ice caps. It's nature, not humans. Polution is bad but not the cause. Adjust your narrative.",human made perhaps current magnetic excursion straight line move since distorting weakening magnetic field allowing sun radiance sun penitrate stronger planet thus melting ice cap nature human polution bad cause adjust narrative,0.0
"Wow that nice 
Wonderful 
Like from India",wow nice wonderful like india,1.0
I love cutie pie GA sheriff..not them..Did you know Chinas most polluted country?,love cutie pie ga sheriffnot themdid know china polluted country,1.0
If the Europeans will leave Africa alone there will be nothing like climate change,european leave africa alone nothing like climate change,1.0
A year later and  it’s looking like the small progress made is being rolled back. The course is set and our ultra cynical governments are preparing to accept the destruction and keep on fighting to dominate whatever they imagine will left from the dystopia. Trump wanting to confiscate Greenland being a prime example of this moronic vision…,year later looking like small progress made rolled back course set ultra cynical government preparing accept destruction keep fighting dominate whatever imagine left dystopia trump wanting confiscate greenland prime example moronic vision,1.0
"How do all these experts, know how bad the weather was 300/4,5 hundred years ago??? They don’t.. They can look at the earth, and give their carbon dating! But what will be will be.",expert know bad weather hundred year ago dont look earth give carbon dating,0.0
"A Climate Remediation Suggestion

	There is a lot of discussion about Global Warming, whether it really exists, how serious a threat and the role of Carbon Dioxide. However, the following is generally agreed. Namely that a lot of CO2 has been released into the atmosphere since the start of the Industrial Revolution and a lot of it has ended up in solution in sea waters. There is at least 150 times as much CO2 in a cubic meter of sea water as there is in a cubic meter of atmosphere at NTP. This is acidifying the sea waters and possibly harming Coral Reefs and other fauna. There has also been some agreement that the Temperature of the Earth has warmed somewhat.
	The Earth's rotation and the Coriolis Effect has formed a number of Tropical/Semi-Tropical Oceanic Gyres, within which the mass of sea water is rotating, clockwise in the Northern Hemisphere and counter clockwise in the Southern Hemisphere. Anything floating, i.e., less dense than sea water tends to float towards the center of the Gyre. There are five main Gyres all of which are Tropical/Semitropical. They are the North Pacific, South Pacific, Indian, North Atlantic, and South Atlantic Oceans. Together they form a very large proportion of the 70% of the Earth's surface which is covered by water.
	The North Pacific has a lot of floating debris, ""the Great Pacific Garbage Patch"", some of it being debris washed off Japan by tsunamis following the recent Fukishima Earth Quake. The Southern Hemisphere Gyres do not appear to contain much floating debris.
	The North Atlantic Gyre is unique. It contains the Sargasso Sea which is characterized by the presence of two species of Sargassum which float by virtue of oxygen-filled follicles. It was discovered (first documented) by Columbus from his voyage in 1492. There is a Sargasso Sea Commission, with an Office in Washington DC, which is charged with protecting the Sargasso Sea from pollution etc. There is a website that basically describes all of the positive ecological values of the Sea.
	Since 2011 the Sargassum appears to be overflowing from the Sargasso Sea and moving via the west bound currents across the north coast of South America into the Caribbean and sometimes into the Gulf of Mexico. This has been attributed to agricultural run off from the USA or Brazil but might be due to the increased levels of CO2 in solution.
	It has been washing up on beaches through out this region, as one might expect to happen. When it dies and rots it emits H2S. Since a lot of these beaches have tourism as their main industry, the weed has to be removed manually which has given Sargassum a bad name. There are several Facebook entities that keep track of Sargassum landings and there are frequent postings enquiring about Sargassum occurrence on specific tourist areas.
	The occurrence of Sargassum in the Caribbean would, however, make it very easy to put live Sargassum into the Pacific off the west coast of Mexico. From there the currents would carry it all the way across the Pacific, photosynthesizing and growing all the way absorbing a lot of CO2 and heat energy, photosynthesis is an endothermic reaction. Absorbing CO2 from the Ocean would allow CO2 from the Atmosphere to dissolve in the sea. The Sargassum would probably stay in the North Pacific Gyre but some might drift into the South Pacific.
	One might balk at the idea of covering a lot of the Oceans with Sargassum but it does have uses. It can be used to make ethanol, paper or cardboard. Some one in the Caribbean is making construction bricks from it and others are feeding it to goats..
	If there appears to be some benefit from Pacific Sargassum we could easily add Sargassum to the other Gyres using ships that are transiting the Panama Canal. It seems likely that some Sargassum will eventually get into the South Atlantic Gyre, but that may take a while.

I would welcome any thoughts. Robert O Ducharme (rodincus@aol.com).",climate remediation suggestion lot discussion global warming whether really exists serious threat role carbon dioxide however following generally agreed namely lot co released atmosphere since start industrial revolution lot ended solution sea water least time much co cubic meter sea water cubic meter atmosphere ntp acidifying sea water possibly harming coral reef fauna also agreement temperature earth warmed somewhat earth rotation coriolis effect formed number tropicalsemitropical oceanic gyre within mass sea water rotating clockwise northern hemisphere counter clockwise southern hemisphere anything floating ie less dense sea water tends float towards center gyre five main gyre tropicalsemitropical north pacific south pacific indian north atlantic south atlantic ocean together form large proportion earth surface covered water north pacific lot floating debris great pacific garbage patch debris washed japan tsunami following recent fukishima earth quake southern hemisphere gyre appear contain much floating debris north atlantic gyre unique contains sargasso sea characterized presence two specie sargassum float virtue oxygenfilled follicle discovered first documented columbus voyage sargasso sea commission office washington dc charged protecting sargasso sea pollution etc website basically describes positive ecological value sea since sargassum appears overflowing sargasso sea moving via west bound current across north coast south america caribbean sometimes gulf mexico attributed agricultural run usa brazil might due increased level co solution washing beach region one might expect happen dy rot emits h since lot beach tourism main industry weed removed manually given sargassum bad name several facebook entity keep track sargassum landing frequent posting enquiring sargassum occurrence specific tourist area occurrence sargassum caribbean would however make easy put live sargassum pacific west coast mexico current would carry way across pacific photosynthesizing growing way absorbing lot co heat energy photosynthesis endothermic reaction absorbing co ocean would allow co atmosphere dissolve sea sargassum would probably stay north pacific gyre might drift south pacific one might balk idea covering lot ocean sargassum us used make ethanol paper cardboard one caribbean making construction brick others feeding goat appears benefit pacific sargassum could easily add sargassum gyre using ship transiting panama canal seems likely sargassum eventually get south atlantic gyre may take would welcome thought robert ducharme rodincusaolcom,1.0
"Climate change refers to significant and lasting changes in the Earth's climate, especially an increase in temperature and changes in weather patterns, primarily due to human activities like burning fossil fuels, deforestation, and industrial processes.The primary greenhouse gases that are currently increasing in the atmosphere due to human activities are carbon dioxide (CO2), methane (CH4), and nitrous oxide (N2O)

1. Burning fossil fuels
2. Cutting down forests
3. Farming livestock
are all increasingly influencing the climate and the earth's temperature. This adds enormous amounts of greenhouse gases to those naturally occurring in the atmosphere, increasing the greenhouse effect and global warming.",climate change refers significant lasting change earth climate especially increase temperature change weather pattern primarily due human activity like burning fossil fuel deforestation industrial processesthe primary greenhouse gas currently increasing atmosphere due human activity carbon dioxide co methane ch nitrous oxide burning fossil fuel cutting forest farming livestock increasingly influencing climate earth temperature add enormous amount greenhouse gas naturally occurring atmosphere increasing greenhouse effect global warming,1.0
"Love the projects! It's fantastic that 90% of planted trees were still there at that visit.

I wonder if you couuld report on the contribution of animal agriculture which causes at least 87% of climate change counting the opportunity cost of grazing over nature.",love project fantastic planted tree still visit wonder couuld report contribution animal agriculture cause least climate change counting opportunity cost grazing nature,1.0
"Al Gore's (US vise president 1992-2020) successful war on science and scientists maybe coming to an end.  This video has the United Nation’s Climate Change disclaimer.  Global warming was officially reported at 1.1°C in 1991 and 1.06°C in 2022.   There has been no climate change due to global warming.  Global warming at 1.5°C was predicted to begin climate change with stronger observable hurricanes in the Gulf-of-Mexico.  The cause of global warming is not know in 2024 despite decades of science studies going back to the 1970s.

It is scientifically impossible for greenhouse gas behavior to cause global warming.  Before Al Gore became US vise president in 1992 earth's water vapor saturated greenhouse effect was taught in US public education.   

All the greenhouse radiant energy from the earth is completely absorbed in earth's water vapor saturated greenhouse effect by greenhouse gases within a few meters of the radiating surface out to a maximum of 20 meters from the radiating surface adding 5.55°C (10°F) to earth’s average temperature.  Its further heat transfer is by convection i.e. gas molecules bumping into to each other.   At 1% average tropospheric water vapor over a 99% share of earth's water vapor saturated greenhouse effect is from water vapor.

The back of the United Nation's Intergovernmental Panel on Climate Change (IPCC) science report states it took its greenhouse gas samples at 20,000 meters altitude where it is common high school level knowledge there is no greenhouse radiant energy.  This is typical practice for deceptive marketing to state legal data transparency protecting the perpetrators from fraud prosecution.   The IPCC has been transparent with its data acknowledging it is not dealing with active greenhouse gases.  

Earth's greenhouse effect is frequently used as a primary example to high school students of a system always in saturation from the strong greenhouse gas water vapor absorbing all the greenhouse radiant energy from the earth with greenhouse gases within 20 meters of the radiating surface that is all around us everyday and can't have its overall effect changed.  There is no further greenhouse radiant energy to interact with greenhouse gases.  

0.4% of the atmosphere is CO2 and on average 1% is H20 water vapor.   (1% H20)/(0.4% CO2) = 25.  Water vapor is 25 times more present in the atmosphere on average than CO2.   Water vapor has an CO2e of 18,  18 X 25 = 450 CO2e total for water vapor to 1 CO2e for CO2. 

Arctic warming is taking place with the proving mechanism being warm Atlantic Ocean waters migrating deeper and more frequently into the Arctic Ocean warming it and the region.   The warmer Arctic Ocean water is causing a few weeks less of reflective snow and ice surface cover resulting in more solar heat gain to the Arctic region surface.

Atmospheric CO2 levels of 1200 ppm about three times what they are today would greatly invigorate C3 plants the majority of plant life on earth greatly greening the planet.  C3 plants evolved over 100 million years ago when atmospheric CO2 levels were ten times those of today determined by plant fossils.

The Earth’s oceans have 3-1/2 million sea floor volcanic vents warming the water and changing it’s chemistry that have not been systematically accounted for.

There has been no credible Climate Change due to global warming as of 2024.  Climate Change was expected to start to take place when global warming reached 1.5°C causing observable stronger hurricanes in the Gulf-of-Mexico.  The term Climate Change started being used at the beginning of the 1980s to cause alert to a broad audience of the long term effects of increasing average global temperatures.  

The promotional term Climate Change in the early 1980s was grounded on actions already taken by Gulf-of-Mexico offshore crude oil drilling companies in the 1970s to build for stronger hurricanes due to warmer Gulf waters predicted to start when average global temperatures increased 1.5°C on track for 2010.  That action was taken for a predicted long term change in weather patterns or climate that backed up the use of the term Climate Change.",al gore u vise president successful war science scientist maybe coming end video united nation climate change disclaimer global warming officially reported c c climate change due global warming global warming c predicted begin climate change stronger observable hurricane gulfofmexico cause global warming know despite decade science study going back scientifically impossible greenhouse gas behavior cause global warming al gore became u vise president earth water vapor saturated greenhouse effect taught u public education greenhouse radiant energy earth completely absorbed earth water vapor saturated greenhouse effect greenhouse gas within meter radiating surface maximum meter radiating surface adding c f earth average temperature heat transfer convection ie gas molecule bumping average tropospheric water vapor share earth water vapor saturated greenhouse effect water vapor back united nation intergovernmental panel climate change ipcc science report state took greenhouse gas sample meter altitude common high school level knowledge greenhouse radiant energy typical practice deceptive marketing state legal data transparency protecting perpetrator fraud prosecution ipcc transparent data acknowledging dealing active greenhouse gas earth greenhouse effect frequently used primary example high school student system always saturation strong greenhouse gas water vapor absorbing greenhouse radiant energy earth greenhouse gas within meter radiating surface around u everyday cant overall effect changed greenhouse radiant energy interact greenhouse gas atmosphere co average h water vapor h co water vapor time present atmosphere average co water vapor coe x coe total water vapor coe co arctic warming taking place proving mechanism warm atlantic ocean water migrating deeper frequently arctic ocean warming region warmer arctic ocean water causing week less reflective snow ice surface cover resulting solar heat gain arctic region surface atmospheric co level ppm three time today would greatly invigorate c plant majority plant life earth greatly greening planet c plant evolved million year ago atmospheric co level ten time today determined plant fossil earth ocean million sea floor volcanic vent warming water changing chemistry systematically accounted credible climate change due global warming climate change expected start take place global warming reached c causing observable stronger hurricane gulfofmexico term climate change started used beginning cause alert broad audience long term effect increasing average global temperature promotional term climate change early grounded action already taken gulfofmexico offshore crude oil drilling company build stronger hurricane due warmer gulf water predicted start average global temperature increased c track action taken predicted long term change weather pattern climate backed use term climate change,1.0
"I really enjoyed this video and appreciate the effort put into discussing such an important topic. However, I’m curious about the balance between urgency and practical solutions. It seems like a lot of proposals could hurt the economy, especially for communities that rely on fossil fuels. How do we ensure that we’re not pushing people into hardship while trying to save the planet?",really enjoyed video appreciate effort put discussing important topic however im curious balance urgency practical solution seems like lot proposal could hurt economy especially community rely fossil fuel ensure pushing people hardship trying save planet,1.0
"Storing CO2 underwater? Like, really? They're forcing yet another catastrophe.",storing co underwater like really theyre forcing yet another catastrophe,1.0
Less or no contribution but most badly impacted by climate change- so called primitive and underdeveloped,less contribution badly impacted climate change called primitive underdeveloped,0.0
"IIt's beginning to look a lot like Climate change
Everywhere you go
Take a look at the south west, it's burning once again
With the south east disappearing in the water flow.",iits beginning look lot like climate change everywhere go take look south west burning south east disappearing water flow,1.0
"How do we change our taste patterns? 
Meat consumption is an acquired taste. Babies' nutrition can chsnge and be advised nutriously to parents to have a balanced diet based on greater plant diet. Food companies and nutritionists can work on alternatives to reduce the demand for meat continously for all age groups.",change taste pattern meat consumption acquired taste baby nutrition chsnge advised nutriously parent balanced diet based greater plant diet food company nutritionist work alternative reduce demand meat continously age group,1.0
"This American fastest long-range reconnaissance aircraft flying at an altitude of 26,000 meters at Mach 3.5 carries 46,254 liters of fuel. It consumes 21,000 liters per hour of flight, and the cost of one hour of flight is $18,000. The average EU country with population around 38 Milion people uses yearly - 28 million cubic meters. That means per person in the scale of year it is burned 760 liters of fuel - I ask, who is really polluting the planet? Why is there an organized ecological charade that indoctrinates people with nonsense, making them believe they are the ones responsible for climate change, and therefore must be taxed for it?""
This emphasizes the disparity between individual fuel consumption and the massive fuel requirements of a high-speed aircraft like the SR-71 Blackbird, questioning the focus of environmental policies on individual contributions rather than larger-scale industrial or military activities",american fastest longrange reconnaissance aircraft flying altitude meter mach carry liter fuel consumes liter per hour flight cost one hour flight average eu country population around milion people us yearly million cubic meter mean per person scale year burned liter fuel ask really polluting planet organized ecological charade indoctrinates people nonsense making believe one responsible climate change therefore must taxed emphasizes disparity individual fuel consumption massive fuel requirement highspeed aircraft like sr blackbird questioning focus environmental policy individual contribution rather largerscale industrial military activity,1.0
Thanks for sharing,thanks sharing,1.0
"If the polar caps melt and the seas rise then 3 things are sure to happen. Firstly every port , home, and building on all coastal areas will have to be demolished and rebuilt further inland so your looking at zero unemployment worldwide for a very long time. Secondly, all commercial fishing vessels won’t be able to offload their catch ( no ports). If fishing boats can’t unload they won’t go out to get the fish, this would give fish stock’s in the ocean years to replenish their numbers. And thirdly with no ability to import and export goods ( no ports) then Industry will have to be developed ” in “ country to provide for societal needs, another factor in creating zero unemployment. There will be some negative aspects from rising sea levels but hey…..let’s look on the bright side.",polar cap melt sea rise thing sure happen firstly every port home building coastal area demolished rebuilt inland looking zero unemployment worldwide long time secondly commercial fishing vessel wont able offload catch port fishing boat cant unload wont go get fish would give fish stock ocean year replenish number thirdly ability import export good port industry developed country provide societal need another factor creating zero unemployment negative aspect rising sea level heylets look bright side,1.0
"But one more thing i noticed, things/stuff that can help to reduce consumptions of energy are expensive and only rich people can afford. Just like solar panels...for the people to be able to help saving the planet, things must be affordable....",one thing noticed thingsstuff help reduce consumption energy expensive rich people afford like solar panelsfor people able help saving planet thing must affordable,1.0
"Heres what they dont tell you  Solar companies only offer (to my knowledge)  ""grid tied packages"". So your house generates power, meter goes backwards. Then you use power, meter spins forward. No batteries. I know of 3 states that once they had enough ppl on a system, simply took away the equal KW pay. The ppl paid for the system, they produce power to the grid, residents bill keeps increasing. You will aslo NEVER get a check and all states that I know has already made laws where you cant just set up a grid and panels to make money. Sound like a scam? It 100% is. Wind turbines use power to turn when the wind isnt extremely strong. They need a certain rotation per minute to generate power. The props bow if not. They are 20 to 35%  efficient. Most off grid people use natural gas to fuel the high-energy appliances. Strange that now natural gas is the new enemy of ""going green"". Follow the money, I guarentee power companies are paying off all of these politicians. I'm not a climate change denial, I think it needs more research but the fact is, the govts push for a green deal very clearly is not about saving the environment",here dont tell solar company offer knowledge grid tied package house generates power meter go backwards use power meter spin forward battery know state enough ppl system simply took away equal kw pay ppl paid system produce power grid resident bill keep increasing aslo never get check state know already made law cant set grid panel make money sound like scam wind turbine use power turn wind isnt extremely strong need certain rotation per minute generate power prop bow efficient grid people use natural gas fuel highenergy appliance strange natural gas new enemy going green follow money guarentee power company paying politician im climate change denial think need research fact govts push green deal clearly saving environment,1.0
"💎🏆 Great insightful & fruitful video 🏆💎

लोकः समस्ताः सुखिनो भवन्तु
( May all beings lead prosperous life across Globe 🌍 )",great insightful fruitful video may being lead prosperous life across globe,1.0
"thank you, it will change soon, there are other source of energy like sea is huge source of energy, further more  we can prevent these phenomena like cyclone and flood and wildfire by using this hot seasonal atmospheric condition, recent years in summer, geothermal energy happens in surface of coastline, there are many countries in coastline with seasonal hot weather and water condition, in sum-up, by using this energy not only is economical but also reduce global warming like Japan, China, India, Mediterranean countries, Iran, Mexico, Us, Canada, (Africa and Arabian countries....) . I invented new method base on air pressure rules and quantum physics ionization sea water minerals in strong dynamic magnet and electrical field and electric chemical reactions for producing electricity and fresh water and fertilizer. 7 methods for reducing global warming I mentioned in my profile.",thank change soon source energy like sea huge source energy prevent phenomenon like cyclone flood wildfire using hot seasonal atmospheric condition recent year summer geothermal energy happens surface coastline many country coastline seasonal hot weather water condition sumup using energy economical also reduce global warming like japan china india mediterranean country iran mexico u canada africa arabian country invented new method base air pressure rule quantum physic ionization sea water mineral strong dynamic magnet electrical field electric chemical reaction producing electricity fresh water fertilizer method reducing global warming mentioned profile,1.0
"nature catastrophe is indeed a big issue..... it made me realize how human activities are affecting lives .... the deeds which we idealize  on saying as necessity is leading to a daunting future ..... after this I  would surely take initiative in my area .. so, in Uttarakhand the joshimath which was well known for Asian games that take place in snow were dependent on very little or fake snow this year  .............. please take your initiative to save this cosmo because our deeds are the result of either a lovely or allenating upcoming future..............👍👍🙏
from India
a thoughtful youth",nature catastrophe indeed big issue made realize human activity affecting life deed idealize saying necessity leading daunting future would surely take initiative area uttarakhand joshimath well known asian game take place snow dependent little fake snow year please take initiative save cosmo deed result either lovely allenating upcoming future india thoughtful youth,1.0
"As life becomes increasingly difficult, and the earth is being visited with frequent disasters, apostate Christendom, under the papacy, will request global Sunday lockdown laws as a proposed ""solution"" for ""climate change"". Those who refuse to yield compliance will be stripped of their right to buy or sell. Eventually they'll be imprisoned, ostracized and persecuted. For more, read a book titled ""Great Controversy"" by E.G White. The softcopy and audiobook are free online.",life becomes increasingly difficult earth visited frequent disaster apostate christendom papacy request global sunday lockdown law proposed solution climate change refuse yield compliance stripped right buy sell eventually theyll imprisoned ostracized persecuted read book titled great controversy eg white softcopy audiobook free online,1.0
"Let's see... back in the late 80s, we started to hear that within a decade or two, our coasts would be underwater... if not more land than that. We kept hearing this repeatedly through the years, and here it is ~35 years later, and our coasts are still not under water. 

Every time we have a heat wave, it's global warming / climate change / climate disruption, whatever the settled science is being called that day. Every time we have a blizzard, it's the same thing. And, they then tell us that weather is not to be confused with long-term climate changes. 

This is nothing but hysteria... Hysteria, to create fear... fear, to create submission to ""emergency"" government powers. That's all this is about, power. 

Yeah, the earth's climate is changing. For crying out loud, what was it... 1,000 years ago?? Greenland was actually representative of its namesake. Today, it's glaciated. The earth's climate has been changing since it's been around. 

I know this will fall on deaf ears, but... Quit panicking, people. They only want you scared so that you'll surrender your liberties.",let see back late started hear within decade two coast would underwater land kept hearing repeatedly year year later coast still water every time heat wave global warming climate change climate disruption whatever settled science called day every time blizzard thing tell u weather confused longterm climate change nothing hysteria hysteria create fear fear create submission emergency government power thats power yeah earth climate changing cry loud year ago greenland actually representative namesake today glaciated earth climate changing since around know fall deaf ear quit panicking people want scared youll surrender liberty,0.0
Anything that makes greenies sad?  it’s great!,anything make greenies sad great,1.0
Hot is very good,hot good,1.0
"when northern Michigan winters stay above freezing then I worry about global warming, every calamity, every virus, any problem that could possibly happen to humans, it's climate change, this sounds just like the covid fear mongering,  Al gore said the world would already be destroyed by climate change, were still here",northern michigan winter stay freezing worry global warming every calamity every virus problem could possibly happen human climate change sound like covid fear mongering al gore said world would already destroyed climate change still,1.0
