comment,cleaned_comment,label
"Hard-choice is still just a choice. It's only hard to choose if we don't know the end goal, who we are, or where we are supposed to be. 

But if you already know, it'll be easy, cause if it's still going there anyway any option is fine.
Maybe pick the one that's faster, or slower, closer or further, depending on our own taste which comes from how we define ourselves. 

You might like it slow and enjoy the process or fast and just get to the end point.
It's all up to you and your definition.

Just don't forget to celebrate options, choices and variety. They are simply an existence of an opportunity to define who we are.",hardchoice still choice hard choose dont know end goal supposed already know itll easy cause still going anyway option fine maybe pick one thats faster slower closer depending taste come define might like slow enjoy process fast get end point definition dont forget celebrate option choice variety simply existence opportunity define,1.0
AWESOME,awesome,1.0
"It's not that there is no best choice among multiple options; it’s that we are incapable of ever knowing which choice it is. 

Perhaps God does.

The stumbling block for us is our belief that we can ever know which was which. All that we can know is whether our choice worked out well for us or not. But we can never know it was the better or worse choice.

Like in the parable of the Chinese farmer and his son. Wherein every day something happens to the farmer and his son and every day his neighbors come and pronounce judgment on the event. ""Too Bad,” they say one day about one event. Then,  “How lucky you are,"" the next day about a different event. After each pronouncement the farmer ambivalently replies, “We'll see."" With each new day revealing the neighbors' judgments, no matter what they were, were wrong.",best choice among multiple option incapable ever knowing choice perhaps god stumbling block u belief ever know know whether choice worked well u never know better worse choice like parable chinese farmer son wherein every day something happens farmer son every day neighbor come pronounce judgment event bad say one day one event lucky next day different event pronouncement farmer ambivalently reply well see new day revealing neighbor judgment matter wrong,1.0
This is a great talk. I found it useful before making an important decision.,great talk found useful making important decision,1.0
Great!,great,1.0
Instagram se kon kon aaya like karo,instagram se kon kon aaya like karo,1.0
yeah i understand this is what it means i have either the choice to stay a droppout or to do something great with my life i mean i already made 3 bad choices and ect.  one promiscousness second dropout of gary the third one is not really a bad choice is more on deciding what i want to do... rn i am a custodian n ect...my option is what til i get approval or denial on disability or go back to ged,yeah understand mean either choice stay droppout something great life mean already made bad choice ect one promiscousness second dropout gary third one really bad choice deciding want rn custodian n ectmy option til get approval denial disability go back ged,1.0
Good talk!,good talk,1.0
"great ideas, great video. Thank you!",great idea great video thank,1.0
"All things being equal this talk makes a lot of sense. However what is not mentioned here is first you must survive and to do that you need income. We are faced with the obligation to do whatever work we can obtain to put food in our stomachs. While remembering that we do not live to put food in our stomachs we live to put nourishment into our souls. Do what you have to do but be focused on being who you are. Becoming who you are is what we live for. But we get caught up don't we. We start identifying with our menial work and we start believing that is all we are. Which is not so! Suppose I want to be a yacht builder but I have no skills to build. I must eat. So I take a job that I can do to get food and I use the rest of my time working on becoming a yacht builder. This is the way. But maybe not... Perhaps I should become a yacht builder today and hope that the journey will bear fruit along the way, enough to keep me supported. At the core of this, use these things to sharpen your mind.",thing equal talk make lot sense however mentioned first must survive need income faced obligation whatever work obtain put food stomach remembering live put food stomach live put nourishment soul focused becoming live get caught dont start identifying menial work start believing suppose want yacht builder skill build must eat take job get food use rest time working becoming yacht builder way maybe perhaps become yacht builder today hope journey bear fruit along way enough keep supported core use thing sharpen mind,0.0
"Very powerful and life changing advice that I am going to stick to (or rather have already stuck to but never knew the right words for it) -  “Reflect on what you can put your agency behind, in what you can be for, and through Hard choices, become that person”. Thanks for this amazing message and tech talk 🙏😊",powerful life changing advice going stick rather already stuck never knew right word reflect put agency behind hard choice become person thanks amazing message tech talk,1.0
but what about when all your choices seem like bad options,choice seem like bad option,1.0
"I loved the fact she mentioned how we have started evaluating life decisions according to scientific thinking. That's a real eye-opener. Decisions of life are not like length or mass that are measurable as less, more or equal. We may equate it with money but still the choices are still abstract, that's why they're hard. Simply put, hard choices are meant for you to choose what kind of life you want to ""create""",loved fact mentioned started evaluating life decision according scientific thinking thats real eyeopener decision life like length mass measurable less equal may equate money still choice still abstract thats theyre hard simply put hard choice meant choose kind life want create,1.0
i love it,love,1.0
"Interesting approach. I can't agree, however. I feel like the message is to just make up whatever you want in order to justify a hard choice. This might be okay for a choice that affects only you, but do we want to empower our leaders to operate this way. I don't. Choices that are hard are not incomparable.  They are hard because there are either competing objectives at play, uncertainty in the consequences or outcomes of each possible alternative, or a struggle between the trade-offs that would result from the choice. You can compare them using multiple objective analyses which are designed to address this very difficulty of bringing competing values into the decision. While there may not be a ""best"" choice in a traditional sense, there most certainly is an ""optimal"" choice if you work hard at defining all of the different fundamental objectives underlying the decision as step 1 (even and especially those objectives that compete with one another) rather than just calling the decision hard and leaving it at that.  Being an artist might be better on life fulfillment and worse on financial stability, but how we value life fulfillment in comparison to financial stability and our risk tolerance come into play to help show that one choice really is optimal over another, depending on how these values are held by the decision-maker.",interesting approach cant agree however feel like message make whatever want order justify hard choice might okay choice affect want empower leader operate way dont choice hard incomparable hard either competing objective play uncertainty consequence outcome possible alternative struggle tradeoff would result choice compare using multiple objective analysis designed address difficulty bringing competing value decision may best choice traditional sense certainly optimal choice work hard defining different fundamental objective underlying decision step even especially objective compete one another rather calling decision hard leaving artist might better life fulfillment worse financial stability value life fulfillment comparison financial stability risk tolerance come play help show one choice really optimal another depending value held decisionmaker,1.0
"I can cope with most of the hard choices, except being married or not married. I love someone and I spent a lot of years with her. She wants to get married now, but sometimes I think that she is not the right person, and sometimes I think that she is the best person for getting married. Also, both of our time is very limited for that decision due to some career reasons. I fear that my decisions will become my mistakes one day in the future in retrospect. Also, I think about her life with big mercy. Like, what will she do after me, could she get married(because of some old memories)? On the other hand, I sometimes feel bad about her personal attitude as she fights a lot and makes things big. Therefore, I think getting married to her can be a disaster. 

It is the hardest choice in my life...  How can I overcome this?",cope hard choice except married married love someone spent lot year want get married sometimes think right person sometimes think best person getting married also time limited decision due career reason fear decision become mistake one day future retrospect also think life big mercy like could get marriedbecause old memory hand sometimes feel bad personal attitude fight lot make thing big therefore think getting married disaster hardest choice life overcome,1.0
I love that she applies math to decision making 😊,love applies math decision making,1.0
Might be like the 10th time I find myself watching this.,might like th time find watching,1.0
"Love the talk, years later for a re-watch. I agree, either unknowingly or instinctively I made choices that aligned with my values. I write down my values and review them to see if my path is still true.  Extrinsic vs intrinsic rewards can cloud the way but I realized I am most content when I choose which best aligns with my values.   
Years ago, with math and economics degree I had the opportunity to work on Wall Street, but I chose computer technology b/c that was my hobby as a kid. So, I chose to work at cancer hospital in technology. While I realized either choice would not necessarily be a wrong one I found my choice to be aligned best with who I am. I wish everyone much love and to enjoy your short visit in this life.",love talk year later rewatch agree either unknowingly instinctively made choice aligned value write value review see path still true extrinsic v intrinsic reward cloud way realized content choose best aligns value year ago math economics degree opportunity work wall street chose computer technology bc hobby kid chose work cancer hospital technology realized either choice would necessarily wrong one found choice aligned best wish everyone much love enjoy short visit life,1.0
this is so accurate i mean she was right about using science in making decisions by draw a line between 2 of them and choose one because it gives better option or it's more safe to do that way isn't the best way  to make good decision it is just depend  on us who we are giving out the best reasons to choose it,accurate mean right using science making decision draw line choose one give better option safe way isnt best way make good decision depend u giving best reason choose,1.0
"I come here and watch this video every time I am faced with a decision that could affect the course of my life. And each time I remind myself to be true to myself and the person that I am (or that I choose to be). I firmly believe that the way we choose to approach what we live really does make a difference. I am eternally grateful to have seen this video by chance all those years ago and to be able to see it again today. 

I would like to wish the best of luck to all those who find themselves in the position of having to make a ""difficult choice"". I hope you always have the strength and courage to choose what is true for yourself.",come watch video every time faced decision could affect course life time remind true person choose firmly believe way choose approach live really make difference eternally grateful seen video chance year ago able see today would like wish best luck find position make difficult choice hope always strength courage choose true,1.0
"Very good talk, helped me a lot!",good talk helped lot,1.0
"This ted talk is fucking abysmal she goes in circles about hard choices and why a decision is considered a ""hard choice."" Nothing really profound here at all. Kind of seemed like intangible derivative word-vomit disguised by smooth delivery and a confident tone.",ted talk fucking abysmal go circle hard choice decision considered hard choice nothing really profound kind seemed like intangible derivative wordvomit disguised smooth delivery confident tone,1.0
but the case is even both alternatives are good enough and you will always have profit,case even alternative good enough always profit,1.0
When ever I'm in a hard choice. I will watch this video. Thanks:)),ever im hard choice watch video thanks,1.0
"What if you choose based on who you feel you are/ want to become, and it still doesn't work out, based on factors you couldn't foresee: an example, a few years ago I adopted a ten year old rescue dog, it was taking a leap of faith because I have 5 beloved cats at home (but love dogs and used to have them until they died of old age) -- I brought the rescue dog home and it became clear, despite going about the introductions in as slow a way as I had read was necessary/ separating them but allowing them to see one another etc., the dog would have killed my cats (despite being told at the shelter he was good with cats). I contacted a trainer to see what was possible and she said it was unsafe since the dog was older, this cat reactivity was unlikely to change and even if it could it would be a long stressful time for the cats and the dog, and I should bring the dog back to the shelter. This was something unimaginable but what I ended up having to do for the safety of my cats and also so the dog could have a chance at a loving, cat free home. Now, if I want to try to adopt a dog again, and choose based on who I am/ want to become, which is an animal lover who wants to say ""yes"" to animals who need a home as long as I can keep up with all their needs, I have this past experience that tells me, you can choose based on your own becoming but it doesn't necessarily mean it will feel like the better choice once the unforeseens become visible. Yes, any experience is growthful, but I guess I wish the speaker could have spoken a bit to this kind of thing, the unforeseens....",choose based feel want become still doesnt work based factor couldnt foresee example year ago adopted ten year old rescue dog taking leap faith beloved cat home love dog used died old age brought rescue dog home became clear despite going introduction slow way read necessary separating allowing see one another etc dog would killed cat despite told shelter good cat contacted trainer see possible said unsafe since dog older cat reactivity unlikely change even could would long stressful time cat dog bring dog back shelter something unimaginable ended safety cat also dog could chance loving cat free home want try adopt dog choose based want become animal lover want say yes animal need home long keep need past experience tell choose based becoming doesnt necessarily mean feel like better choice unforeseens become visible yes experience growthful guess wish speaker could spoken bit kind thing unforeseens,1.0
If you are watching this in 2022. Look both ways movie on Netflix is the perfect example. Looks to me like the writer of the movie watched this YouTube video 🫠,watching look way movie netflix perfect example look like writer movie watched youtube video,1.0
"Ruth Chang says that hard choices are hard because none of the alternatives is way better than the other. Therefore, even small choices can be hard. Whether to have chocolate ice cream or creme brulee can be a very hard choice indeed, if I like them both and if I am craving for sweets at that moment.  So what do we do? We take the safest option.

We decide to become engineers than artists because statistically, the probability of getting a job as an engineer is higher than that of an artist. So, we take the safest option, because we fear that we are too stupid to understand the better option if the choice to make is hard. We prefer not to take any risks and we go for the option that is rationally comforting.

This is the very mistake we make. Remember, in hard choices no option is better than the other. We simply do not know…How can we know that engineering makes us happier in our future lives? Unfortunately, there are no fast forward and rewind buttons for life. So, does it really make sense to conclude that engineering is the better option? It's not and whether we like it or not at the end of the day hard choice is the only way to make our life easier. How ironic.",ruth chang say hard choice hard none alternative way better therefore even small choice hard whether chocolate ice cream creme brulee hard choice indeed like craving sweet moment take safest option decide become engineer artist statistically probability getting job engineer higher artist take safest option fear stupid understand better option choice make hard prefer take risk go option rationally comforting mistake make remember hard choice option better simply knowhow know engineering make u happier future life unfortunately fast forward rewind button life really make sense conclude engineering better option whether like end day hard choice way make life easier ironic,1.0
"Brilliant 👏 👏 
Ask yourself  a simple  question: Is the choice  you are about  to make will expand you and you will  grow?

Then ask yourself  another  one:
What will I  do  if I have 6 months  to live?
... same answer don't  think so...

What If you  eventually  understand  that   the choice  you are about  to make has already been  done by you in another  parallel  reality ? Actually  you finally  got it you just imagine  you have  a choice.  Well  you don't.

Have  a  lovely  day to all of us",brilliant ask simple question choice make expand grow ask another one month live answer dont think eventually understand choice make already done another parallel reality actually finally got imagine choice well dont lovely day u,1.0
I hate how most of the ted talks are like 98% defining the question or problem and the rest 2% is about the answer that i never get to comprehend ughh,hate ted talk like defining question problem rest answer never get comprehend ughh,1.0
"Like Kramer, I too always wanted to be a banker.",like kramer always wanted banker,1.0
"TO HONESTLY KNOW WHO WANT TO BE, YOU NEED TO KNOW WHO YOU CAN BE. TO DO THAT YOU HAVE TO SEE YOURSELF FOR WHO YOU TRULY ARE (EASIER SAID THAN DONE). 
You must honestly answer the question: ""Is this something I have the ability to do well in?"" A 70 year old blind man, choosing to become a blackbelt in Taekwondo will always be a bad/impossible choice.",honestly know want need know see truly easier said done must honestly answer question something ability well year old blind man choosing become blackbelt taekwondo always badimpossible choice,0.0
Thanks mam I needed it,thanks mam needed,1.0
"Wow. Such a paradigm shift in thinking... That the choices we make come from the reasons we give ourselves to make a choice. 

And that drifters (guilty as charged) make choices or have difficulty to based on reasons outside of ourselves (fear, others' expectations, punishment/reward).

I feel like I could watch this multiple times and get something new out of it.",wow paradigm shift thinking choice make come reason give make choice drifter guilty charged make choice difficulty based reason outside fear others expectation punishmentreward feel like could watch multiple time get something new,1.0
maybe i likeyour version and isee the way ou see to and yes i do agree realistic way and mean to surviv in socity plus the surger part well be a goood stsar as a begain agreeded,maybe likeyour version isee way ou see yes agree realistic way mean surviv socity plus surger part well goood stsar begain agreeded,1.0
Absolutely love this and needed this! Thankyou 🙏,absolutely love needed thankyou,1.0
So boring and uninspiring.,boring uninspiring,0.0
Pretty good,pretty good,1.0
"Actually I have a good one with flipping coin:
So flipping a coin for two alternatives will give you the understanding which one you want more during that time when the coin is still in the air.",actually good one flipping coin flipping coin two alternative give understanding one want time coin still air,1.0
"12:17 when Esther Perel is deeply listening, you know the topic is good.",esther perel deeply listening know topic good,1.0
"I see Esther Perel in the audience! Gosh, what I'd give to be in a room of thinkers like her and Ruth!",see esther perel audience gosh id give room thinker like ruth,1.0
Making a choice? Ive chronic pain and vertigo. I wanted to adopt a cat yeah she had similar. The following is upsetting content. If it doesn't feel right ask why. I adopted a cat and got my heart broken. Never again. I was anxious as I thought the cat seemed off she died of one of the worst conditions out there. Even choosing to euthanize was the wrong choice. After the second cat died of very similar issues  I decided never to adopt again. I still have horrendous symtoms and I was quite disgusted I fxxd up twice and very very sorry,making choice ive chronic pain vertigo wanted adopt cat yeah similar following upsetting content doesnt feel right ask adopted cat got heart broken never anxious thought cat seemed died one worst condition even choosing euthanize wrong choice second cat died similar issue decided never adopt still horrendous symtoms quite disgusted fxxd twice sorry,0.0
Me trying to decide between a black controller and animal crossing controller like it’s the most important choice in the universe:,trying decide black controller animal crossing controller like important choice universe,1.0
I was a pornstar for 7 years for the money and with this whole crypto boom I decided to make digital art because I love art I've became a millionaire,pornstar year money whole crypto boom decided make digital art love art ive became millionaire,1.0
"Thanks for this video.
It's the best, one can understand things better after mnkwing something like this.",thanks video best one understand thing better mnkwing something like,1.0
"Great talk, glad I CHOSE to look up a self help video for my situation instead of something that would entertain me. The way you explained it was very precise and hit the mark as best as the mark could be hit without making us slaves to outside choices.",great talk glad chose look self help video situation instead something would entertain way explained precise hit mark best mark could hit without making u slave outside choice,1.0
she just told me to stop being scared and follow your heart or you won't be as happy and content as you can be... love this,told stop scared follow heart wont happy content love,1.0
"Ruth Chang - this video was extraordinary! Thank you. I think I will listen to it another 5 times to really get my head around it. The concept of using decisions to forge who we want to be… sounds so simple, but is quite profound. 
I now know that I am a drifter, and allow the world to make decisions for me as a) I don’t like making decisions b) fear of failure. I will try to take more autonomy over each decision. Thank you",ruth chang video extraordinary thank think listen another time really get head around concept using decision forge want sound simple quite profound know drifter allow world make decision dont like making decision b fear failure try take autonomy decision thank,1.0
"I come to this video at 3AM in the middle of the night trying to decide if I should switch my job of equal pay, equal role, just a different department. It is a hard choice because they are similar jobs. The current job offers stability and easy pass since I already know how to do my job. The new job offers new learning opportunities and along with it a lot of hard work to gain those knowledge. 

My reasoning is the salary is the same, so why should I change and have to risk the uncertain challenges from the new job? Well, there is obviously something I don’t like about the current job, otherwise, it wouldn’t be a hard choice.  It is an internal battle. 

But I think this video gave me an answer. I want to learn new things but I fear change and risk. Don’t let fear and risk to stop you from what you want to be.",come video middle night trying decide switch job equal pay equal role different department hard choice similar job current job offer stability easy pas since already know job new job offer new learning opportunity along lot hard work gain knowledge reasoning salary change risk uncertain challenge new job well obviously something dont like current job otherwise wouldnt hard choice internal battle think video gave answer want learn new thing fear change risk dont let fear risk stop want,1.0
I love how they casually show Esther Perel sitting in the crowd :D,love casually show esther perel sitting crowd,1.0
Lotta great and helpful stuff here but unfortunately my takeaway is that pork tongue is your idea of luxury,lotta great helpful stuff unfortunately takeaway pork tongue idea luxury,1.0
"Not gonna lie, this was better than expected.
I'm in the middle of a tough decision and this made me cry, good tears of course.",gon na lie better expected im middle tough decision made cry good tear course,1.0
This is so good!! Thank you for that,good thank,1.0
"Summary: Hard choices are those where neither alternative is better overall, hence difficult to choose between. A choice may be hard but at the same time unimportant, like choosing food from menu. Also, for important hard choices, the outcome is often unknown, which makes them harder.

Don't have naive scientific attitude and try to put choices on a linear scale of good and bad. Complex numbers and entanglement are just few examples of incomparable or unquantifiable things in science. Just imagine how hard life must be.

The thing is- there is no rationally good or bad alternative in hard choices. If everything could be rationalized, then we would be reduced to automaton. In other words, instead of being episodes of agony, hard choices are opportunity for us to express our consciousness, and be the person we are.",summary hard choice neither alternative better overall hence difficult choose choice may hard time unimportant like choosing food menu also important hard choice outcome often unknown make harder dont naive scientific attitude try put choice linear scale good bad complex number entanglement example incomparable unquantifiable thing science imagine hard life must thing rationally good bad alternative hard choice everything could rationalized would reduced automaton word instead episode agony hard choice opportunity u express consciousness person,1.0
God im so indecisive..its like one of the main things id like to change about myself.,god im indecisiveits like one main thing id like change,1.0
Thanks a lot,thanks lot,1.0
Soooooo good!!!,soooooo good,1.0
"Hi guys, Show me How to get full script in this video? Thanks.",hi guy show get full script video thanks,1.0
Because of our lesson i came here HAHAHAHA😍 I love this talk❤️,lesson came hahahaha love talk,1.0
Love you Ma'am....Thank you very much.,love maamthank much,1.0
"For the past two years I've been deciding whether to move back to Miami or move back to NYC. I love both cities & both have their good & not so good things about them but after watching this video, it really put things into perspective for me.",past two year ive deciding whether move back miami move back nyc love city good good thing watching video really put thing perspective,1.0
"Right now I have to make one choice between buy one thing I really need to get but also at the same time I was scared that I will make the bad choice, it's so frustrated",right make one choice buy one thing really need get also time scared make bad choice frustrated,0.0
I like to imagine that Neo from the Matrix had this kind of thinking going on in his head when faced with the choice between the red pill and the blue pill.,like imagine neo matrix kind thinking going head faced choice red pill blue pill,1.0
Came here through the channel's Like Stories of Old video explaining the movie Mr Nobody,came channel like story old video explaining movie mr nobody,1.0
"This video for me missed out something fundamental idea that supports her discourse on how to make hard choices. Its quite deceiving to make a choice if you will not 'know more about the choices that you will be choosing'.
For me it is lack of the elements of ""Trying"".You will not know whats the best choice unless youll try those choices first. I also believe that we sometimes bound by pressure and nonsensical preach by others so a simple choice leads to a hard choice.
So, ""Trying"" is the best option/solution. Do not afraid to make hard choices because it will makes us more savvy for good reasons. Thats part of life. Deal with it. Give it a shot!",video missed something fundamental idea support discourse make hard choice quite deceiving make choice know choice choosing lack element tryingyou know whats best choice unless youll try choice first also believe sometimes bound pressure nonsensical preach others simple choice lead hard choice trying best optionsolution afraid make hard choice make u savvy good reason thats part life deal give shot,1.0
"Her ideas and the way she elaborates is like ASMR to me, one of the few moments when I feel glad to be a human being who's able to understand this.",idea way elaborates like asmr one moment feel glad human who able understand,1.0
"This talk can be truely life changing. I now realize.why I find it so hard to choose between two option. Because i dont know how each will turn out. And fear blinds me. By making all choices equally good, I can realize what my heart really wants. And then I can create reasons to support that decision, and working on create the path, making the choice turn out to be right. No more cofusion. Thank you.",talk truely life changing realizewhy find hard choose two option dont know turn fear blind making choice equally good realize heart really want create reason support decision working create path making choice turn right cofusion thank,1.0
"I listened to this twice and hear two message versions. One is about agency and creating the person we want to become.  A second is implicitly through her own story of lawyer vs philosopher.  She said that she chose law school because it was safe but ultimately it did not fit and was not what she loved. This suggests more a  psychology of personality and less room to maneuver.  It does not sound like she could have been happy with the lawyer choice, given her personality and value structure.  If she could not be satisfied with being a lawyer, then the choices are not of equal value for her.  She might make reasons for it, such as money and safety, but her heart and body would rebel.",listened twice hear two message version one agency creating person want become second implicitly story lawyer v philosopher said chose law school safe ultimately fit loved suggests psychology personality less room maneuver sound like could happy lawyer choice given personality value structure could satisfied lawyer choice equal value might make reason money safety heart body would rebel,1.0
"I am studying law too, but I don't want to be a lawyer but working alternatives are great. Today I decided to quit and follow my interests. wish me luck :)",studying law dont want lawyer working alternative great today decided quit follow interest wish luck,1.0
"I didn't really fully grasp this until watching the second time around. The first time I didn't find it very helpful. In reality it's quite profound. Let go of the pro-con list and the endless comparison and analysis of every feature. Let go of fear and of taking the safer, easier route. Decide who you want to be and what you want to live for, and then choose whatever will get you closer to that. And celebrate hard choices as opportunities to define yourself and your life.",didnt really fully grasp watching second time around first time didnt find helpful reality quite profound let go procon list endless comparison analysis every feature let go fear taking safer easier route decide want want live choose whatever get closer celebrate hard choice opportunity define life,0.0
"Thank you Ruth Chang! I like your philosophy, it's similar to Stephen Covey's 2nd and 3rd habit, your the programmer and write the program. Why let somebody write it for you. Colossal point!",thank ruth chang like philosophy similar stephen covey nd rd habit programmer write program let somebody write colossal point,1.0
Yea.... She missed her calling as a lawyer. She is very good at explaining the unexplainable. I could listen to her talk for days 😍,yea missed calling lawyer good explaining unexplainable could listen talk day,1.0
"""When you wish to reflect upon or consider a matter, you consult something within you. You say, shall I do it, or shall I not do it? Is it better to make this journey or abandon it? Whom do you consult? Who is within you deciding this question? Surely there is a distinct power, an intelligent ego. Were it not distinct from your ego, you would not be consulting it. It is greater than the faculty of thought. It is your spirit which teaches you, which advises and decides upon matters."" – Abdu’l-Baha, Baha'i Faith",wish reflect upon consider matter consult something within say shall shall better make journey abandon consult within deciding question surely distinct power intelligent ego distinct ego would consulting greater faculty thought spirit teach advises decides upon matter abdulbaha bahai faith,1.0
"This is really good, thank you very much!",really good thank much,1.0
She did not answer the question of how to make hard decisions! Dislike.,answer question make hard decision dislike,1.0
You need God and by His grace the worst turn to be a blessing...,need god grace worst turn blessing,0.0
"The biggest problem with avoiding the reasons is, sometimes people get drifted by their inner desires so much that they don't care about other's wellbeing and that's not good for the collective whole! It creates things like corruption, inequality, hierarchies.",biggest problem avoiding reason sometimes people get drifted inner desire much dont care others wellbeing thats good collective whole creates thing like corruption inequality hierarchy,1.0
"Oh dare you ? What you say is so beautiful that you have just revolutionised my entire future. I had to choose my studies today, and you allowed me to make that choice by myself, by the person I really am and that I ignored before. Thank you so much, love from France 💕",oh dare say beautiful revolutionised entire future choose study today allowed make choice person really ignored thank much love france,1.0
